Time (s)   V_brick                  E_brick                  E_ESR                    R_switch (½)             E_switch (J)             Radius_switch (m)        I_brick                  Q_brick                  V_out                    P_out                    E_out                    
 1.08675E-08   1.99604E+05   7.96838E+02   5.49649E-03   2.01332E+01   1.65576E+00   1.03159E-04   4.12893E+03   1.63107E-05   1.03223E+04   4.26202E+07   1.05702E-01
 1.09435E-08   1.99597E+05   7.96776E+02   5.66683E-03   1.98282E+01   1.68194E+00   1.03950E-04   4.17485E+03   1.66263E-05   1.04371E+04   4.35733E+07   1.08978E-01
 1.10195E-08   1.99589E+05   7.96712E+02   5.84096E-03   1.95301E+01   1.70829E+00   1.04740E-04   4.22085E+03   1.69454E-05   1.05521E+04   4.45390E+07   1.12326E-01
 1.10955E-08   1.99581E+05   7.96648E+02   6.01893E-03   1.92388E+01   1.73483E+00   1.05530E-04   4.26695E+03   1.72679E-05   1.06674E+04   4.55172E+07   1.15749E-01
 1.11715E-08   1.99572E+05   7.96583E+02   6.20079E-03   1.89541E+01   1.76154E+00   1.06320E-04   4.31314E+03   1.75939E-05   1.07829E+04   4.65080E+07   1.19246E-01
 1.12475E-08   1.99564E+05   7.96519E+02   6.38660E-03   1.86757E+01   1.78843E+00   1.07109E-04   4.35942E+03   1.79235E-05   1.08986E+04   4.75115E+07   1.22819E-01
 1.13235E-08   1.99556E+05   7.96454E+02   6.57640E-03   1.84034E+01   1.81549E+00   1.07899E-04   4.40580E+03   1.82566E-05   1.10145E+04   4.85276E+07   1.26469E-01
 1.13995E-08   1.99548E+05   7.96390E+02   6.77024E-03   1.81372E+01   1.84273E+00   1.08688E-04   4.45226E+03   1.85933E-05   1.11306E+04   4.95565E+07   1.30197E-01
 1.14755E-08   1.99540E+05   7.96325E+02   6.96816E-03   1.78767E+01   1.87014E+00   1.09477E-04   4.49880E+03   1.89334E-05   1.12470E+04   5.05980E+07   1.34003E-01
 1.15515E-08   1.99532E+05   7.96258E+02   7.17023E-03   1.76219E+01   1.89772E+00   1.10265E-04   4.54543E+03   1.92771E-05   1.13636E+04   5.16523E+07   1.37889E-01
 1.16275E-08   1.99523E+05   7.96192E+02   7.37650E-03   1.73726E+01   1.92548E+00   1.11053E-04   4.59214E+03   1.96244E-05   1.14804E+04   5.27195E+07   1.41856E-01
 1.17035E-08   1.99514E+05   7.96121E+02   7.58700E-03   1.71286E+01   1.95341E+00   1.11842E-04   4.63894E+03   1.99752E-05   1.15973E+04   5.37994E+07   1.45904E-01
 1.17795E-08   1.99505E+05   7.96046E+02   7.80180E-03   1.68898E+01   1.98151E+00   1.12629E-04   4.68581E+03   2.03296E-05   1.17145E+04   5.48921E+07   1.50035E-01
 1.18555E-08   1.99496E+05   7.95970E+02   8.02094E-03   1.66561E+01   2.00978E+00   1.13417E-04   4.73277E+03   2.06875E-05   1.18319E+04   5.59977E+07   1.54249E-01
 1.19315E-08   1.99486E+05   7.95895E+02   8.24448E-03   1.64272E+01   2.03822E+00   1.14204E-04   4.77980E+03   2.10490E-05   1.19495E+04   5.71161E+07   1.58548E-01
 1.20075E-08   1.99477E+05   7.95819E+02   8.47247E-03   1.62031E+01   2.06683E+00   1.14992E-04   4.82690E+03   2.14141E-05   1.20673E+04   5.82475E+07   1.62932E-01
 1.20835E-08   1.99467E+05   7.95743E+02   8.70495E-03   1.59836E+01   2.09561E+00   1.15778E-04   4.87409E+03   2.17827E-05   1.21852E+04   5.93918E+07   1.67403E-01
 1.21595E-08   1.99458E+05   7.95667E+02   8.94198E-03   1.57686E+01   2.12455E+00   1.16565E-04   4.92134E+03   2.21550E-05   1.23034E+04   6.05491E+07   1.71961E-01
 1.22355E-08   1.99448E+05   7.95591E+02   9.18361E-03   1.55580E+01   2.15366E+00   1.17351E-04   4.96868E+03   2.25308E-05   1.24217E+04   6.17193E+07   1.76608E-01
 1.23115E-08   1.99439E+05   7.95515E+02   9.42989E-03   1.53517E+01   2.18293E+00   1.18137E-04   5.01607E+03   2.29103E-05   1.25402E+04   6.29025E+07   1.81344E-01
 1.23875E-08   1.99429E+05   7.95438E+02   9.68087E-03   1.51495E+01   2.21237E+00   1.18923E-04   5.06354E+03   2.32933E-05   1.26589E+04   6.40987E+07   1.86170E-01
 1.24635E-08   1.99419E+05   7.95358E+02   9.93660E-03   1.49514E+01   2.24198E+00   1.19708E-04   5.11109E+03   2.36800E-05   1.27777E+04   6.53080E+07   1.91088E-01
 1.25395E-08   1.99409E+05   7.95277E+02   1.01971E-02   1.47572E+01   2.27174E+00   1.20493E-04   5.15869E+03   2.40702E-05   1.28967E+04   6.65303E+07   1.96099E-01
 1.26155E-08   1.99399E+05   7.95196E+02   1.04625E-02   1.45668E+01   2.30167E+00   1.21278E-04   5.20637E+03   2.44641E-05   1.30159E+04   6.77656E+07   2.01203E-01
 1.26915E-08   1.99388E+05   7.95115E+02   1.07328E-02   1.43801E+01   2.33176E+00   1.22063E-04   5.25411E+03   2.48617E-05   1.31353E+04   6.90141E+07   2.06401E-01
 1.27675E-08   1.99378E+05   7.95033E+02   1.10081E-02   1.41971E+01   2.36201E+00   1.22847E-04   5.30191E+03   2.52628E-05   1.32548E+04   7.02756E+07   2.11694E-01
 1.28435E-08   1.99368E+05   7.94950E+02   1.12884E-02   1.40176E+01   2.39242E+00   1.23631E-04   5.34978E+03   2.56676E-05   1.33744E+04   7.15503E+07   2.17084E-01
 1.29195E-08   1.99357E+05   7.94865E+02   1.15737E-02   1.38415E+01   2.42300E+00   1.24415E-04   5.39771E+03   2.60760E-05   1.34943E+04   7.28381E+07   2.22572E-01
 1.29955E-08   1.99347E+05   7.94781E+02   1.18642E-02   1.36689E+01   2.45373E+00   1.25198E-04   5.44570E+03   2.64881E-05   1.36142E+04   7.41391E+07   2.28157E-01
 1.30715E-08   1.99336E+05   7.94698E+02   1.21598E-02   1.34995E+01   2.48461E+00   1.25981E-04   5.49375E+03   2.69038E-05   1.37344E+04   7.54532E+07   2.33842E-01
 1.31475E-08   1.99325E+05   7.94613E+02   1.24606E-02   1.33332E+01   2.51566E+00   1.26764E-04   5.54186E+03   2.73232E-05   1.38547E+04   7.67805E+07   2.39628E-01
 1.32235E-08   1.99315E+05   7.94528E+02   1.27668E-02   1.31701E+01   2.54686E+00   1.27547E-04   5.59003E+03   2.77462E-05   1.39751E+04   7.81210E+07   2.45515E-01
 1.32995E-08   1.99304E+05   7.94443E+02   1.30782E-02   1.30101E+01   2.57821E+00   1.28329E-04   5.63825E+03   2.81729E-05   1.40956E+04   7.94747E+07   2.51504E-01
 1.33755E-08   1.99293E+05   7.94357E+02   1.33950E-02   1.28530E+01   2.60972E+00   1.29111E-04   5.68653E+03   2.86033E-05   1.42163E+04   8.08417E+07   2.57597E-01
 1.34515E-08   1.99283E+05   7.94272E+02   1.37173E-02   1.26988E+01   2.64139E+00   1.29893E-04   5.73487E+03   2.90373E-05   1.43372E+04   8.22217E+07   2.63794E-01
 1.35275E-08   1.99272E+05   7.94186E+02   1.40450E-02   1.25474E+01   2.67321E+00   1.30674E-04   5.78326E+03   2.94751E-05   1.44581E+04   8.36151E+07   2.70096E-01
 1.36035E-08   1.99261E+05   7.94100E+02   1.43783E-02   1.23987E+01   2.70518E+00   1.31455E-04   5.83170E+03   2.99164E-05   1.45792E+04   8.50217E+07   2.76505E-01
 1.36795E-08   1.99250E+05   7.94014E+02   1.47171E-02   1.22528E+01   2.73730E+00   1.32235E-04   5.88019E+03   3.03615E-05   1.47005E+04   8.64415E+07   2.83021E-01
 1.37555E-08   1.99240E+05   7.93929E+02   1.50616E-02   1.21094E+01   2.76958E+00   1.33016E-04   5.92873E+03   3.08103E-05   1.48218E+04   8.78746E+07   2.89646E-01
 1.38315E-08   1.99229E+05   7.93843E+02   1.54117E-02   1.19687E+01   2.80200E+00   1.33796E-04   5.97733E+03   3.12627E-05   1.49433E+04   8.93211E+07   2.96380E-01
 1.39075E-08   1.99218E+05   7.93757E+02   1.57677E-02   1.18304E+01   2.83458E+00   1.34575E-04   6.02597E+03   3.17189E-05   1.50649E+04   9.07808E+07   3.03224E-01
 1.39835E-08   1.99207E+05   7.93668E+02   1.61294E-02   1.16945E+01   2.86730E+00   1.35355E-04   6.07466E+03   3.21787E-05   1.51867E+04   9.22538E+07   3.10180E-01
 1.40595E-08   1.99195E+05   7.93576E+02   1.64969E-02   1.15611E+01   2.90018E+00   1.36134E-04   6.12341E+03   3.26423E-05   1.53085E+04   9.37402E+07   3.17249E-01
 1.41355E-08   1.99184E+05   7.93485E+02   1.68704E-02   1.14299E+01   2.93320E+00   1.36913E-04   6.17219E+03   3.31095E-05   1.54305E+04   9.52399E+07   3.24431E-01
 1.42115E-08   1.99172E+05   7.93392E+02   1.72498E-02   1.13011E+01   2.96636E+00   1.37691E-04   6.22102E+03   3.35805E-05   1.55526E+04   9.67528E+07   3.31727E-01
 1.42875E-08   1.99160E+05   7.93298E+02   1.76352E-02   1.11744E+01   2.99968E+00   1.38469E-04   6.26990E+03   3.40552E-05   1.56747E+04   9.82791E+07   3.39139E-01
 1.43635E-08   1.99149E+05   7.93203E+02   1.80267E-02   1.10499E+01   3.03314E+00   1.39247E-04   6.31882E+03   3.45336E-05   1.57970E+04   9.98187E+07   3.46667E-01
 1.44395E-08   1.99137E+05   7.93109E+02   1.84243E-02   1.09276E+01   3.06674E+00   1.40024E-04   6.36778E+03   3.50157E-05   1.59195E+04   1.01372E+08   3.54313E-01
 1.45155E-08   1.99125E+05   7.93014E+02   1.88280E-02   1.08073E+01   3.10049E+00   1.40801E-04   6.41678E+03   3.55015E-05   1.60420E+04   1.02938E+08   3.62078E-01
 1.45915E-08   1.99113E+05   7.92919E+02   1.92380E-02   1.06890E+01   3.13438E+00   1.41578E-04   6.46583E+03   3.59911E-05   1.61646E+04   1.04517E+08   3.69962E-01
 1.46675E-08   1.99101E+05   7.92825E+02   1.96542E-02   1.05728E+01   3.16842E+00   1.42354E-04   6.51491E+03   3.64844E-05   1.62873E+04   1.06110E+08   3.77966E-01
 1.47435E-08   1.99089E+05   7.92730E+02   2.00768E-02   1.04584E+01   3.20259E+00   1.43130E-04   6.56403E+03   3.69814E-05   1.64101E+04   1.07716E+08   3.86092E-01
 1.48195E-08   1.99077E+05   7.92634E+02   2.05057E-02   1.03460E+01   3.23691E+00   1.43906E-04   6.61320E+03   3.74822E-05   1.65330E+04   1.09336E+08   3.94341E-01
 1.48955E-08   1.99065E+05   7.92537E+02   2.09411E-02   1.02354E+01   3.27137E+00   1.44682E-04   6.66240E+03   3.79867E-05   1.66560E+04   1.10969E+08   4.02713E-01
 1.49715E-08   1.99052E+05   7.92433E+02   2.13829E-02   1.01266E+01   3.30597E+00   1.45457E-04   6.71163E+03   3.84949E-05   1.67791E+04   1.12615E+08   4.11210E-01
 1.50475E-08   1.99039E+05   7.92328E+02   2.18313E-02   1.00196E+01   3.34071E+00   1.46231E-04   6.76090E+03   3.90069E-05   1.69023E+04   1.14275E+08   4.19833E-01
 1.51235E-08   1.99026E+05   7.92224E+02   2.22863E-02   9.91427E+00   3.37558E+00   1.47006E-04   6.81021E+03   3.95226E-05   1.70255E+04   1.15947E+08   4.28582E-01
 1.51995E-08   1.99012E+05   7.92117E+02   2.27479E-02   9.81069E+00   3.41060E+00   1.47780E-04   6.85955E+03   4.00421E-05   1.71489E+04   1.17634E+08   4.37459E-01
 1.52755E-08   1.98999E+05   7.92010E+02   2.32162E-02   9.70876E+00   3.44575E+00   1.48554E-04   6.90893E+03   4.05653E-05   1.72723E+04   1.19333E+08   4.46464E-01
 1.53515E-08   1.98985E+05   7.91903E+02   2.36912E-02   9.60846E+00   3.48104E+00   1.49327E-04   6.95833E+03   4.10923E-05   1.73958E+04   1.21046E+08   4.55599E-01
 1.54275E-08   1.98972E+05   7.91796E+02   2.41730E-02   9.50975E+00   3.51647E+00   1.50100E-04   7.00777E+03   4.16230E-05   1.75194E+04   1.22772E+08   4.64865E-01
 1.55035E-08   1.98958E+05   7.91689E+02   2.46617E-02   9.41259E+00   3.55203E+00   1.50873E-04   7.05724E+03   4.21575E-05   1.76431E+04   1.24512E+08   4.74263E-01
 1.55795E-08   1.98945E+05   7.91581E+02   2.51573E-02   9.31696E+00   3.58773E+00   1.51645E-04   7.10675E+03   4.26958E-05   1.77669E+04   1.26265E+08   4.83793E-01
 1.56555E-08   1.98931E+05   7.91472E+02   2.56598E-02   9.22282E+00   3.62356E+00   1.52417E-04   7.15628E+03   4.32378E-05   1.78907E+04   1.28031E+08   4.93457E-01
 1.57315E-08   1.98917E+05   7.91363E+02   2.61693E-02   9.13014E+00   3.65952E+00   1.53188E-04   7.20584E+03   4.37836E-05   1.80146E+04   1.29810E+08   5.03256E-01
 1.58075E-08   1.98904E+05   7.91253E+02   2.66859E-02   9.03890E+00   3.69562E+00   1.53960E-04   7.25543E+03   4.43331E-05   1.81386E+04   1.31603E+08   5.13191E-01
 1.58835E-08   1.98890E+05   7.91144E+02   2.72096E-02   8.94905E+00   3.73185E+00   1.54731E-04   7.30505E+03   4.48865E-05   1.82626E+04   1.33409E+08   5.23262E-01
 1.59595E-08   1.98876E+05   7.91035E+02   2.77405E-02   8.86058E+00   3.76821E+00   1.55501E-04   7.35469E+03   4.54436E-05   1.83867E+04   1.35229E+08   5.33471E-01
 1.60355E-08   1.98862E+05   7.90925E+02   2.82786E-02   8.77345E+00   3.80470E+00   1.56271E-04   7.40437E+03   4.60044E-05   1.85109E+04   1.37062E+08   5.43819E-01
 1.61115E-08   1.98848E+05   7.90814E+02   2.88239E-02   8.68764E+00   3.84132E+00   1.57041E-04   7.45406E+03   4.65691E-05   1.86352E+04   1.38908E+08   5.54306E-01
 1.61875E-08   1.98834E+05   7.90703E+02   2.93766E-02   8.60312E+00   3.87807E+00   1.57811E-04   7.50379E+03   4.71375E-05   1.87595E+04   1.40767E+08   5.64935E-01
 1.62635E-08   1.98820E+05   7.90591E+02   2.99367E-02   8.51987E+00   3.91495E+00   1.58580E-04   7.55354E+03   4.77097E-05   1.88838E+04   1.42640E+08   5.75705E-01
 1.63395E-08   1.98806E+05   7.90479E+02   3.05042E-02   8.43786E+00   3.95196E+00   1.59349E-04   7.60330E+03   4.82857E-05   1.90083E+04   1.44526E+08   5.86618E-01
 1.64155E-08   1.98792E+05   7.90367E+02   3.10791E-02   8.35706E+00   3.98910E+00   1.60117E-04   7.65310E+03   4.88655E-05   1.91327E+04   1.46425E+08   5.97675E-01
 1.64915E-08   1.98778E+05   7.90251E+02   3.16616E-02   8.27745E+00   4.02637E+00   1.60885E-04   7.70291E+03   4.94490E-05   1.92573E+04   1.48337E+08   6.08877E-01
 1.65675E-08   1.98762E+05   7.90130E+02   3.22517E-02   8.19902E+00   4.06376E+00   1.61653E-04   7.75275E+03   5.00364E-05   1.93819E+04   1.50263E+08   6.20225E-01
 1.66435E-08   1.98747E+05   7.90009E+02   3.28494E-02   8.12173E+00   4.10127E+00   1.62420E-04   7.80262E+03   5.06275E-05   1.95065E+04   1.52202E+08   6.31719E-01
 1.67195E-08   1.98732E+05   7.89888E+02   3.34548E-02   8.04556E+00   4.13891E+00   1.63187E-04   7.85249E+03   5.12224E-05   1.96312E+04   1.54154E+08   6.43362E-01
 1.67955E-08   1.98717E+05   7.89766E+02   3.40680E-02   7.97049E+00   4.17668E+00   1.63954E-04   7.90239E+03   5.18211E-05   1.97560E+04   1.56120E+08   6.55153E-01
 1.68715E-08   1.98701E+05   7.89644E+02   3.46889E-02   7.89650E+00   4.21457E+00   1.64720E-04   7.95231E+03   5.24236E-05   1.98808E+04   1.58098E+08   6.67094E-01
 1.69475E-08   1.98686E+05   7.89521E+02   3.53177E-02   7.82357E+00   4.25259E+00   1.65486E-04   8.00225E+03   5.30299E-05   2.00056E+04   1.60090E+08   6.79186E-01
 1.70235E-08   1.98670E+05   7.89398E+02   3.59544E-02   7.75168E+00   4.29072E+00   1.66252E-04   8.05221E+03   5.36400E-05   2.01305E+04   1.62095E+08   6.91430E-01
 1.70995E-08   1.98655E+05   7.89276E+02   3.65990E-02   7.68081E+00   4.32898E+00   1.67017E-04   8.10219E+03   5.42539E-05   2.02555E+04   1.64114E+08   7.03827E-01
 1.71755E-08   1.98640E+05   7.89153E+02   3.72517E-02   7.61094E+00   4.36737E+00   1.67782E-04   8.15218E+03   5.48716E-05   2.03804E+04   1.66145E+08   7.16378E-01
 1.72515E-08   1.98624E+05   7.89030E+02   3.79124E-02   7.54205E+00   4.40587E+00   1.68547E-04   8.20219E+03   5.54931E-05   2.05055E+04   1.68190E+08   7.29084E-01
 1.73275E-08   1.98608E+05   7.88907E+02   3.85812E-02   7.47413E+00   4.44449E+00   1.69311E-04   8.25221E+03   5.61184E-05   2.06305E+04   1.70248E+08   7.41945E-01
 1.74035E-08   1.98593E+05   7.88782E+02   3.92581E-02   7.40715E+00   4.48323E+00   1.70075E-04   8.30224E+03   5.67475E-05   2.07556E+04   1.72318E+08   7.54964E-01
 1.74795E-08   1.98577E+05   7.88654E+02   3.99433E-02   7.34109E+00   4.52210E+00   1.70838E-04   8.35230E+03   5.73804E-05   2.08807E+04   1.74402E+08   7.68140E-01
 1.75555E-08   1.98561E+05   7.88526E+02   4.06367E-02   7.27595E+00   4.56108E+00   1.71601E-04   8.40237E+03   5.80171E-05   2.10059E+04   1.76500E+08   7.81475E-01
 1.76315E-08   1.98544E+05   7.88398E+02   4.13385E-02   7.21170E+00   4.60018E+00   1.72364E-04   8.45247E+03   5.86576E-05   2.11312E+04   1.78611E+08   7.94971E-01
 1.77075E-08   1.98528E+05   7.88269E+02   4.20486E-02   7.14833E+00   4.63939E+00   1.73126E-04   8.50257E+03   5.93019E-05   2.12564E+04   1.80734E+08   8.08627E-01
 1.77835E-08   1.98512E+05   7.88141E+02   4.27671E-02   7.08582E+00   4.67873E+00   1.73888E-04   8.55267E+03   5.99500E-05   2.13817E+04   1.82870E+08   8.22445E-01
 1.78595E-08   1.98496E+05   7.88013E+02   4.34941E-02   7.02415E+00   4.71818E+00   1.74650E-04   8.60277E+03   6.06019E-05   2.15069E+04   1.85019E+08   8.36425E-01
 1.79355E-08   1.98480E+05   7.87885E+02   4.42296E-02   6.96332E+00   4.75775E+00   1.75411E-04   8.65289E+03   6.12577E-05   2.16322E+04   1.87181E+08   8.50570E-01
 1.80115E-08   1.98464E+05   7.87757E+02   4.49737E-02   6.90330E+00   4.79743E+00   1.76172E-04   8.70303E+03   6.19173E-05   2.17576E+04   1.89357E+08   8.64880E-01
 1.80875E-08   1.98447E+05   7.87623E+02   4.57264E-02   6.84408E+00   4.83722E+00   1.76932E-04   8.75319E+03   6.25806E-05   2.18830E+04   1.91546E+08   8.79355E-01
 1.81635E-08   1.98430E+05   7.87489E+02   4.64878E-02   6.78565E+00   4.87714E+00   1.77693E-04   8.80337E+03   6.32478E-05   2.20084E+04   1.93748E+08   8.93997E-01
 1.82395E-08   1.98413E+05   7.87354E+02   4.72580E-02   6.72799E+00   4.91716E+00   1.78452E-04   8.85354E+03   6.39187E-05   2.21338E+04   1.95963E+08   9.08807E-01
 1.83155E-08   1.98396E+05   7.87219E+02   4.80369E-02   6.67109E+00   4.95730E+00   1.79212E-04   8.90371E+03   6.45936E-05   2.22593E+04   1.98190E+08   9.23786E-01
 1.83915E-08   1.98379E+05   7.87084E+02   4.88246E-02   6.61494E+00   4.99755E+00   1.79971E-04   8.95389E+03   6.52722E-05   2.23847E+04   2.00430E+08   9.38935E-01
 1.84675E-08   1.98362E+05   7.86950E+02   4.96212E-02   6.55951E+00   5.03791E+00   1.80730E-04   9.00408E+03   6.59546E-05   2.25102E+04   2.02684E+08   9.54254E-01
 1.85435E-08   1.98345E+05   7.86814E+02   5.04267E-02   6.50481E+00   5.07838E+00   1.81488E-04   9.05428E+03   6.66409E-05   2.26357E+04   2.04950E+08   9.69744E-01
 1.86195E-08   1.98328E+05   7.86678E+02   5.12412E-02   6.45082E+00   5.11897E+00   1.82246E-04   9.10449E+03   6.73309E-05   2.27612E+04   2.07229E+08   9.85409E-01
 1.86955E-08   1.98310E+05   7.86539E+02   5.20648E-02   6.39752E+00   5.15966E+00   1.83003E-04   9.15471E+03   6.80248E-05   2.28868E+04   2.09522E+08   1.00125E+00
 1.87715E-08   1.98293E+05   7.86400E+02   5.28974E-02   6.34490E+00   5.20047E+00   1.83761E-04   9.20494E+03   6.87225E-05   2.30123E+04   2.11827E+08   1.01726E+00
 1.88475E-08   1.98275E+05   7.86260E+02   5.37392E-02   6.29296E+00   5.24138E+00   1.84517E-04   9.25518E+03   6.94240E-05   2.31379E+04   2.14146E+08   1.03345E+00
 1.89235E-08   1.98258E+05   7.86121E+02   5.45902E-02   6.24167E+00   5.28240E+00   1.85274E-04   9.30542E+03   7.01293E-05   2.32635E+04   2.16477E+08   1.04981E+00
 1.89995E-08   1.98240E+05   7.85982E+02   5.54504E-02   6.19104E+00   5.32353E+00   1.86030E-04   9.35566E+03   7.08384E-05   2.33892E+04   2.18821E+08   1.06635E+00
 1.90755E-08   1.98222E+05   7.85841E+02   5.63199E-02   6.14104E+00   5.36477E+00   1.86786E-04   9.40591E+03   7.15514E-05   2.35148E+04   2.21178E+08   1.08307E+00
 1.91515E-08   1.98204E+05   7.85700E+02   5.71987E-02   6.09167E+00   5.40612E+00   1.87541E-04   9.45616E+03   7.22681E-05   2.36404E+04   2.23547E+08   1.09998E+00
 1.92275E-08   1.98187E+05   7.85559E+02   5.80869E-02   6.04291E+00   5.44757E+00   1.88296E-04   9.50641E+03   7.29887E-05   2.37660E+04   2.25929E+08   1.11706E+00
 1.93035E-08   1.98169E+05   7.85418E+02   5.89846E-02   5.99476E+00   5.48913E+00   1.89051E-04   9.55665E+03   7.37132E-05   2.38916E+04   2.28324E+08   1.13432E+00
 1.93795E-08   1.98151E+05   7.85276E+02   5.98918E-02   5.94721E+00   5.53079E+00   1.89805E-04   9.60691E+03   7.44414E-05   2.40173E+04   2.30732E+08   1.15176E+00
 1.94555E-08   1.98133E+05   7.85135E+02   6.08084E-02   5.90024E+00   5.57256E+00   1.90559E-04   9.65716E+03   7.51735E-05   2.41429E+04   2.33152E+08   1.16939E+00
 1.95315E-08   1.98115E+05   7.84994E+02   6.17347E-02   5.85385E+00   5.61443E+00   1.91313E-04   9.70742E+03   7.59093E-05   2.42685E+04   2.35585E+08   1.18721E+00
 1.96075E-08   1.98097E+05   7.84847E+02   6.26706E-02   5.80803E+00   5.65641E+00   1.92066E-04   9.75767E+03   7.66490E-05   2.43942E+04   2.38030E+08   1.20520E+00
 1.96835E-08   1.98078E+05   7.84696E+02   6.36163E-02   5.76277E+00   5.69849E+00   1.92819E-04   9.80793E+03   7.73926E-05   2.45198E+04   2.40489E+08   1.22339E+00
 1.97595E-08   1.98059E+05   7.84545E+02   6.45716E-02   5.71805E+00   5.74067E+00   1.93571E-04   9.85820E+03   7.81399E-05   2.46455E+04   2.42960E+08   1.24176E+00
 1.98355E-08   1.98040E+05   7.84395E+02   6.55368E-02   5.67388E+00   5.78296E+00   1.94323E-04   9.90846E+03   7.88911E-05   2.47712E+04   2.45444E+08   1.26032E+00
 1.99115E-08   1.98021E+05   7.84243E+02   6.65118E-02   5.63023E+00   5.82534E+00   1.95075E-04   9.95872E+03   7.96461E-05   2.48968E+04   2.47940E+08   1.27907E+00
 1.99875E-08   1.98001E+05   7.84092E+02   6.74966E-02   5.58711E+00   5.86783E+00   1.95826E-04   1.00090E+04   8.04049E-05   2.50224E+04   2.50449E+08   1.29801E+00
 2.00635E-08   1.97982E+05   7.83940E+02   6.84915E-02   5.54451E+00   5.91042E+00   1.96577E-04   1.00592E+04   8.11675E-05   2.51481E+04   2.52970E+08   1.31714E+00
 2.01395E-08   1.97963E+05   7.83789E+02   6.94963E-02   5.50240E+00   5.95311E+00   1.97328E-04   1.01095E+04   8.19339E-05   2.52737E+04   2.55504E+08   1.33647E+00
 2.02155E-08   1.97944E+05   7.83637E+02   7.05111E-02   5.46080E+00   5.99590E+00   1.98078E-04   1.01597E+04   8.27042E-05   2.53993E+04   2.58050E+08   1.35598E+00
 2.02915E-08   1.97925E+05   7.83486E+02   7.15361E-02   5.41969E+00   6.03879E+00   1.98828E-04   1.02100E+04   8.34783E-05   2.55249E+04   2.60609E+08   1.37569E+00
