Time (s)   V_brick                  E_brick                  E_ESR                    R_switch (½)             E_switch (J)             Radius_switch (m)        I_brick (kV)             Q_brick                  V_out                    P_out                    E_out                    
 1.20088E-06  -3.27527E+04   3.43276E+02   1.11878E+03   3.93017E-03   1.18702E+03   7.91573E-03   2.04727E+02   8.49450E-02   2.04727E-15   4.19131E-10   6.88167E-16
 1.20095E-06  -3.27770E+04   3.43786E+02   1.11884E+03   3.92993E-03   1.18703E+03   7.91597E-03   2.04629E+02   8.49602E-02   2.04629E-15   4.18730E-10   6.88199E-16
 1.20103E-06  -3.28013E+04   3.44296E+02   1.11889E+03   3.92969E-03   1.18704E+03   7.91621E-03   2.04531E+02   8.49755E-02   2.04531E-15   4.18329E-10   6.88231E-16
 1.20110E-06  -3.28256E+04   3.44806E+02   1.11895E+03   3.92945E-03   1.18705E+03   7.91645E-03   2.04433E+02   8.49908E-02   2.04433E-15   4.17928E-10   6.88263E-16
 1.20118E-06  -3.28499E+04   3.45316E+02   1.11901E+03   3.92922E-03   1.18706E+03   7.91669E-03   2.04335E+02   8.50061E-02   2.04335E-15   4.17527E-10   6.88296E-16
 1.20126E-06  -3.28741E+04   3.45826E+02   1.11906E+03   3.92898E-03   1.18707E+03   7.91692E-03   2.04236E+02   8.50214E-02   2.04236E-15   4.17125E-10   6.88328E-16
 1.20133E-06  -3.28983E+04   3.46335E+02   1.11912E+03   3.92874E-03   1.18708E+03   7.91716E-03   2.04138E+02   8.50367E-02   2.04138E-15   4.16724E-10   6.88360E-16
 1.20141E-06  -3.29225E+04   3.46845E+02   1.11917E+03   3.92851E-03   1.18708E+03   7.91740E-03   2.04040E+02   8.50520E-02   2.04040E-15   4.16322E-10   6.88392E-16
 1.20148E-06  -3.29467E+04   3.47355E+02   1.11923E+03   3.92827E-03   1.18709E+03   7.91764E-03   2.03941E+02   8.50673E-02   2.03941E-15   4.15921E-10   6.88424E-16
 1.20156E-06  -3.29709E+04   3.47866E+02   1.11928E+03   3.92803E-03   1.18710E+03   7.91788E-03   2.03843E+02   8.50826E-02   2.03843E-15   4.15519E-10   6.88457E-16
 1.20164E-06  -3.29951E+04   3.48377E+02   1.11934E+03   3.92780E-03   1.18711E+03   7.91812E-03   2.03744E+02   8.50978E-02   2.03744E-15   4.15117E-10   6.88489E-16
 1.20171E-06  -3.30194E+04   3.48889E+02   1.11940E+03   3.92756E-03   1.18712E+03   7.91836E-03   2.03646E+02   8.51131E-02   2.03646E-15   4.14715E-10   6.88521E-16
 1.20179E-06  -3.30436E+04   3.49401E+02   1.11945E+03   3.92732E-03   1.18713E+03   7.91860E-03   2.03547E+02   8.51284E-02   2.03547E-15   4.14313E-10   6.88553E-16
 1.20186E-06  -3.30678E+04   3.49913E+02   1.11951E+03   3.92709E-03   1.18714E+03   7.91883E-03   2.03448E+02   8.51437E-02   2.03448E-15   4.13912E-10   6.88585E-16
 1.20194E-06  -3.30920E+04   3.50425E+02   1.11956E+03   3.92685E-03   1.18715E+03   7.91907E-03   2.03349E+02   8.51590E-02   2.03349E-15   4.13510E-10   6.88617E-16
 1.20202E-06  -3.31162E+04   3.50938E+02   1.11962E+03   3.92661E-03   1.18716E+03   7.91931E-03   2.03251E+02   8.51743E-02   2.03251E-15   4.13109E-10   6.88650E-16
 1.20209E-06  -3.31404E+04   3.51452E+02   1.11966E+03   3.92637E-03   1.18717E+03   7.91955E-03   2.03152E+02   8.51896E-02   2.03152E-15   4.12707E-10   6.88682E-16
 1.20217E-06  -3.31646E+04   3.51965E+02   1.11971E+03   3.92614E-03   1.18718E+03   7.91979E-03   2.03053E+02   8.52049E-02   2.03053E-15   4.12306E-10   6.88714E-16
 1.20224E-06  -3.31888E+04   3.52480E+02   1.11976E+03   3.92590E-03   1.18719E+03   7.92003E-03   2.02954E+02   8.52202E-02   2.02954E-15   4.11905E-10   6.88746E-16
 1.20232E-06  -3.32130E+04   3.52994E+02   1.11980E+03   3.92566E-03   1.18720E+03   7.92027E-03   2.02855E+02   8.52354E-02   2.02855E-15   4.11503E-10   6.88778E-16
 1.20240E-06  -3.32373E+04   3.53509E+02   1.11985E+03   3.92543E-03   1.18721E+03   7.92050E-03   2.02756E+02   8.52507E-02   2.02756E-15   4.11101E-10   6.88811E-16
 1.20247E-06  -3.32613E+04   3.54020E+02   1.11990E+03   3.92519E-03   1.18721E+03   7.92074E-03   2.02657E+02   8.52660E-02   2.02657E-15   4.10699E-10   6.88843E-16
 1.20255E-06  -3.32853E+04   3.54531E+02   1.11994E+03   3.92495E-03   1.18722E+03   7.92098E-03   2.02558E+02   8.52813E-02   2.02558E-15   4.10297E-10   6.88875E-16
 1.20262E-06  -3.33093E+04   3.55042E+02   1.11999E+03   3.92472E-03   1.18723E+03   7.92122E-03   2.02458E+02   8.52966E-02   2.02458E-15   4.09894E-10   6.88907E-16
 1.20270E-06  -3.33333E+04   3.55554E+02   1.12003E+03   3.92448E-03   1.18724E+03   7.92146E-03   2.02359E+02   8.53119E-02   2.02359E-15   4.09492E-10   6.88939E-16
 1.20278E-06  -3.33572E+04   3.56066E+02   1.12008E+03   3.92425E-03   1.18725E+03   7.92170E-03   2.02259E+02   8.53272E-02   2.02259E-15   4.09089E-10   6.88972E-16
 1.20285E-06  -3.33812E+04   3.56578E+02   1.12013E+03   3.92401E-03   1.18726E+03   7.92194E-03   2.02160E+02   8.53425E-02   2.02160E-15   4.08686E-10   6.89004E-16
 1.20293E-06  -3.34052E+04   3.57090E+02   1.12017E+03   3.92377E-03   1.18727E+03   7.92218E-03   2.02060E+02   8.53577E-02   2.02060E-15   4.08284E-10   6.89036E-16
 1.20300E-06  -3.34291E+04   3.57602E+02   1.12022E+03   3.92354E-03   1.18728E+03   7.92241E-03   2.01961E+02   8.53730E-02   2.01961E-15   4.07881E-10   6.89068E-16
 1.20308E-06  -3.34530E+04   3.58114E+02   1.12027E+03   3.92330E-03   1.18729E+03   7.92265E-03   2.01861E+02   8.53883E-02   2.01861E-15   4.07478E-10   6.89100E-16
 1.20316E-06  -3.34769E+04   3.58626E+02   1.12031E+03   3.92306E-03   1.18730E+03   7.92289E-03   2.01761E+02   8.54036E-02   2.01761E-15   4.07075E-10   6.89132E-16
 1.20323E-06  -3.35009E+04   3.59138E+02   1.12036E+03   3.92283E-03   1.18731E+03   7.92313E-03   2.01661E+02   8.54189E-02   2.01661E-15   4.06673E-10   6.89165E-16
 1.20331E-06  -3.35248E+04   3.59651E+02   1.12041E+03   3.92259E-03   1.18732E+03   7.92337E-03   2.01561E+02   8.54342E-02   2.01561E-15   4.06270E-10   6.89197E-16
 1.20338E-06  -3.35487E+04   3.60165E+02   1.12045E+03   3.92235E-03   1.18733E+03   7.92361E-03   2.01462E+02   8.54495E-02   2.01462E-15   4.05867E-10   6.89229E-16
 1.20346E-06  -3.35726E+04   3.60678E+02   1.12050E+03   3.92212E-03   1.18734E+03   7.92385E-03   2.01362E+02   8.54648E-02   2.01362E-15   4.05465E-10   6.89261E-16
 1.20354E-06  -3.35965E+04   3.61192E+02   1.12054E+03   3.92188E-03   1.18734E+03   7.92408E-03   2.01262E+02   8.54801E-02   2.01262E-15   4.05062E-10   6.89293E-16
 1.20361E-06  -3.36204E+04   3.61707E+02   1.12059E+03   3.92165E-03   1.18735E+03   7.92432E-03   2.01161E+02   8.54953E-02   2.01161E-15   4.04659E-10   6.89326E-16
 1.20369E-06  -3.36444E+04   3.62222E+02   1.12064E+03   3.92141E-03   1.18736E+03   7.92456E-03   2.01061E+02   8.55106E-02   2.01061E-15   4.04256E-10   6.89358E-16
 1.20376E-06  -3.36683E+04   3.62737E+02   1.12068E+03   3.92117E-03   1.18737E+03   7.92480E-03   2.00961E+02   8.55259E-02   2.00961E-15   4.03852E-10   6.89390E-16
 1.20384E-06  -3.36922E+04   3.63252E+02   1.12073E+03   3.92094E-03   1.18738E+03   7.92504E-03   2.00860E+02   8.55412E-02   2.00860E-15   4.03449E-10   6.89422E-16
 1.20392E-06  -3.37160E+04   3.63766E+02   1.12078E+03   3.92070E-03   1.18739E+03   7.92528E-03   2.00760E+02   8.55565E-02   2.00760E-15   4.03046E-10   6.89454E-16
 1.20399E-06  -3.37398E+04   3.64280E+02   1.12082E+03   3.92047E-03   1.18740E+03   7.92552E-03   2.00660E+02   8.55718E-02   2.00660E-15   4.02643E-10   6.89487E-16
 1.20407E-06  -3.37636E+04   3.64794E+02   1.12087E+03   3.92023E-03   1.18741E+03   7.92575E-03   2.00559E+02   8.55871E-02   2.00559E-15   4.02240E-10   6.89519E-16
 1.20414E-06  -3.37874E+04   3.65309E+02   1.12092E+03   3.91999E-03   1.18742E+03   7.92599E-03   2.00459E+02   8.56024E-02   2.00459E-15   4.01837E-10   6.89551E-16
 1.20422E-06  -3.38112E+04   3.65823E+02   1.12096E+03   3.91976E-03   1.18743E+03   7.92623E-03   2.00358E+02   8.56177E-02   2.00358E-15   4.01433E-10   6.89583E-16
 1.20430E-06  -3.38350E+04   3.66338E+02   1.12101E+03   3.91952E-03   1.18744E+03   7.92647E-03   2.00257E+02   8.56329E-02   2.00257E-15   4.01030E-10   6.89615E-16
 1.20437E-06  -3.38588E+04   3.66853E+02   1.12106E+03   3.91929E-03   1.18745E+03   7.92671E-03   2.00157E+02   8.56482E-02   2.00156E-15   4.00626E-10   6.89647E-16
 1.20445E-06  -3.38825E+04   3.67368E+02   1.12110E+03   3.91905E-03   1.18746E+03   7.92695E-03   2.00056E+02   8.56635E-02   2.00056E-15   4.00223E-10   6.89680E-16
 1.20452E-06  -3.39063E+04   3.67883E+02   1.12115E+03   3.91881E-03   1.18747E+03   7.92718E-03   1.99955E+02   8.56788E-02   1.99955E-15   3.99820E-10   6.89712E-16
 1.20460E-06  -3.39300E+04   3.68399E+02   1.12119E+03   3.91858E-03   1.18747E+03   7.92742E-03   1.99854E+02   8.56941E-02   1.99854E-15   3.99416E-10   6.89744E-16
 1.20468E-06  -3.39538E+04   3.68915E+02   1.12124E+03   3.91834E-03   1.18748E+03   7.92766E-03   1.99753E+02   8.57094E-02   1.99753E-15   3.99013E-10   6.89776E-16
 1.20475E-06  -3.39776E+04   3.69432E+02   1.12129E+03   3.91811E-03   1.18749E+03   7.92790E-03   1.99652E+02   8.57247E-02   1.99652E-15   3.98609E-10   6.89808E-16
 1.20483E-06  -3.40013E+04   3.69948E+02   1.12133E+03   3.91787E-03   1.18750E+03   7.92814E-03   1.99551E+02   8.57400E-02   1.99551E-15   3.98205E-10   6.89841E-16
 1.20490E-06  -3.40251E+04   3.70465E+02   1.12138E+03   3.91764E-03   1.18751E+03   7.92838E-03   1.99449E+02   8.57553E-02   1.99449E-15   3.97801E-10   6.89873E-16
 1.20498E-06  -3.40488E+04   3.70983E+02   1.12143E+03   3.91740E-03   1.18752E+03   7.92862E-03   1.99348E+02   8.57705E-02   1.99348E-15   3.97397E-10   6.89905E-16
 1.20506E-06  -3.40726E+04   3.71500E+02   1.12147E+03   3.91717E-03   1.18753E+03   7.92885E-03   1.99247E+02   8.57858E-02   1.99247E-15   3.96993E-10   6.89937E-16
 1.20513E-06  -3.40963E+04   3.72018E+02   1.12152E+03   3.91693E-03   1.18754E+03   7.92909E-03   1.99145E+02   8.58011E-02   1.99145E-15   3.96589E-10   6.89965E-16
 1.20521E-06  -3.41201E+04   3.72537E+02   1.12157E+03   3.91669E-03   1.18755E+03   7.92933E-03   1.99044E+02   8.58164E-02   1.99044E-15   3.96186E-10   6.89993E-16
 1.20528E-06  -3.41438E+04   3.73056E+02   1.12161E+03   3.91646E-03   1.18756E+03   7.92957E-03   1.98943E+02   8.58317E-02   1.98943E-15   3.95782E-10   6.90021E-16
 1.20536E-06  -3.41676E+04   3.73575E+02   1.12166E+03   3.91622E-03   1.18757E+03   7.92981E-03   1.98841E+02   8.58470E-02   1.98841E-15   3.95378E-10   6.90049E-16
 1.20544E-06  -3.41913E+04   3.74094E+02   1.12170E+03   3.91599E-03   1.18758E+03   7.93005E-03   1.98739E+02   8.58623E-02   1.98739E-15   3.94973E-10   6.90077E-16
 1.20551E-06  -3.42150E+04   3.74613E+02   1.12175E+03   3.91575E-03   1.18759E+03   7.93028E-03   1.98637E+02   8.58776E-02   1.98637E-15   3.94568E-10   6.90106E-16
 1.20559E-06  -3.42384E+04   3.75126E+02   1.12180E+03   3.91552E-03   1.18759E+03   7.93052E-03   1.98535E+02   8.58928E-02   1.98535E-15   3.94163E-10   6.90134E-16
 1.20566E-06  -3.42619E+04   3.75641E+02   1.12184E+03   3.91528E-03   1.18760E+03   7.93076E-03   1.98433E+02   8.59081E-02   1.98433E-15   3.93758E-10   6.90162E-16
 1.20574E-06  -3.42853E+04   3.76155E+02   1.12189E+03   3.91505E-03   1.18761E+03   7.93100E-03   1.98331E+02   8.59234E-02   1.98331E-15   3.93353E-10   6.90190E-16
 1.20582E-06  -3.43088E+04   3.76670E+02   1.12194E+03   3.91481E-03   1.18762E+03   7.93124E-03   1.98229E+02   8.59387E-02   1.98229E-15   3.92948E-10   6.90218E-16
 1.20589E-06  -3.43322E+04   3.77185E+02   1.12198E+03   3.91458E-03   1.18763E+03   7.93148E-03   1.98127E+02   8.59540E-02   1.98127E-15   3.92544E-10   6.90246E-16
 1.20597E-06  -3.43557E+04   3.77700E+02   1.12203E+03   3.91434E-03   1.18764E+03   7.93171E-03   1.98025E+02   8.59693E-02   1.98025E-15   3.92139E-10   6.90275E-16
 1.20604E-06  -3.43791E+04   3.78216E+02   1.12208E+03   3.91410E-03   1.18765E+03   7.93195E-03   1.97923E+02   8.59846E-02   1.97923E-15   3.91735E-10   6.90303E-16
 1.20612E-06  -3.44026E+04   3.78732E+02   1.12212E+03   3.91387E-03   1.18766E+03   7.93219E-03   1.97821E+02   8.59999E-02   1.97821E-15   3.91331E-10   6.90331E-16
 1.20620E-06  -3.44260E+04   3.79248E+02   1.12217E+03   3.91363E-03   1.18767E+03   7.93243E-03   1.97719E+02   8.60152E-02   1.97719E-15   3.90927E-10   6.90359E-16
 1.20627E-06  -3.44495E+04   3.79765E+02   1.12221E+03   3.91340E-03   1.18768E+03   7.93267E-03   1.97616E+02   8.60304E-02   1.97616E-15   3.90523E-10   6.90387E-16
 1.20635E-06  -3.44728E+04   3.80281E+02   1.12226E+03   3.91316E-03   1.18769E+03   7.93291E-03   1.97514E+02   8.60457E-02   1.97514E-15   3.90119E-10   6.90415E-16
 1.20642E-06  -3.44962E+04   3.80797E+02   1.12231E+03   3.91293E-03   1.18770E+03   7.93315E-03   1.97412E+02   8.60609E-02   1.97412E-15   3.89716E-10   6.90444E-16
 1.20650E-06  -3.45196E+04   3.81313E+02   1.12235E+03   3.91269E-03   1.18771E+03   7.93338E-03   1.97310E+02   8.60756E-02   1.97310E-15   3.89312E-10   6.90472E-16
 1.20658E-06  -3.45430E+04   3.81830E+02   1.12240E+03   3.91246E-03   1.18772E+03   7.93362E-03   1.97208E+02   8.60903E-02   1.97208E-15   3.88909E-10   6.90500E-16
 1.20665E-06  -3.45664E+04   3.82347E+02   1.12245E+03   3.91222E-03   1.18772E+03   7.93386E-03   1.97106E+02   8.61050E-02   1.97106E-15   3.88507E-10   6.90528E-16
 1.20673E-06  -3.45898E+04   3.82865E+02   1.12249E+03   3.91199E-03   1.18773E+03   7.93410E-03   1.97004E+02   8.61198E-02   1.97004E-15   3.88104E-10   6.90556E-16
 1.20680E-06  -3.46132E+04   3.83383E+02   1.12254E+03   3.91175E-03   1.18774E+03   7.93434E-03   1.96901E+02   8.61345E-02   1.96901E-15   3.87701E-10   6.90584E-16
 1.20688E-06  -3.46365E+04   3.83901E+02   1.12259E+03   3.91152E-03   1.18775E+03   7.93457E-03   1.96799E+02   8.61492E-02   1.96799E-15   3.87299E-10   6.90612E-16
 1.20696E-06  -3.46599E+04   3.84419E+02   1.12263E+03   3.91128E-03   1.18776E+03   7.93481E-03   1.96697E+02   8.61639E-02   1.96697E-15   3.86896E-10   6.90641E-16
 1.20703E-06  -3.46833E+04   3.84938E+02   1.12268E+03   3.91105E-03   1.18777E+03   7.93505E-03   1.96595E+02   8.61786E-02   1.96595E-15   3.86494E-10   6.90669E-16
 1.20711E-06  -3.47067E+04   3.85457E+02   1.12273E+03   3.91081E-03   1.18778E+03   7.93529E-03   1.96492E+02   8.61934E-02   1.96492E-15   3.86092E-10   6.90697E-16
 1.20718E-06  -3.47300E+04   3.85976E+02   1.12277E+03   3.91058E-03   1.18779E+03   7.93553E-03   1.96390E+02   8.62081E-02   1.96390E-15   3.85691E-10   6.90725E-16
 1.20726E-06  -3.47534E+04   3.86495E+02   1.12282E+03   3.91035E-03   1.18780E+03   7.93577E-03   1.96288E+02   8.62228E-02   1.96288E-15   3.85288E-10   6.90753E-16
 1.20734E-06  -3.47767E+04   3.87015E+02   1.12286E+03   3.91011E-03   1.18781E+03   7.93600E-03   1.96185E+02   8.62375E-02   1.96185E-15   3.84885E-10   6.90781E-16
 1.20741E-06  -3.48000E+04   3.87534E+02   1.12291E+03   3.90988E-03   1.18782E+03   7.93624E-03   1.96082E+02   8.62523E-02   1.96082E-15   3.84480E-10   6.90810E-16
 1.20749E-06  -3.48233E+04   3.88053E+02   1.12296E+03   3.90964E-03   1.18783E+03   7.93648E-03   1.95979E+02   8.62670E-02   1.95979E-15   3.84076E-10   6.90838E-16
 1.20756E-06  -3.48466E+04   3.88572E+02   1.12300E+03   3.90941E-03   1.18784E+03   7.93672E-03   1.95875E+02   8.62817E-02   1.95875E-15   3.83672E-10   6.90866E-16
 1.20764E-06  -3.48699E+04   3.89091E+02   1.12305E+03   3.90917E-03   1.18785E+03   7.93696E-03   1.95772E+02   8.62964E-02   1.95772E-15   3.83268E-10   6.90894E-16
 1.20772E-06  -3.48931E+04   3.89610E+02   1.12310E+03   3.90894E-03   1.18785E+03   7.93719E-03   1.95669E+02   8.63111E-02   1.95669E-15   3.82864E-10   6.90922E-16
 1.20779E-06  -3.49164E+04   3.90129E+02   1.12314E+03   3.90870E-03   1.18786E+03   7.93743E-03   1.95566E+02   8.63259E-02   1.95566E-15   3.82461E-10   6.90950E-16
 1.20787E-06  -3.49396E+04   3.90648E+02   1.12319E+03   3.90847E-03   1.18787E+03   7.93767E-03   1.95463E+02   8.63406E-02   1.95463E-15   3.82057E-10   6.90979E-16
 1.20794E-06  -3.49628E+04   3.91168E+02   1.12324E+03   3.90823E-03   1.18788E+03   7.93791E-03   1.95359E+02   8.63553E-02   1.95359E-15   3.81653E-10   6.91007E-16
 1.20802E-06  -3.49861E+04   3.91688E+02   1.12328E+03   3.90800E-03   1.18789E+03   7.93815E-03   1.95256E+02   8.63700E-02   1.95256E-15   3.81249E-10   6.91035E-16
 1.20810E-06  -3.50093E+04   3.92209E+02   1.12333E+03   3.90776E-03   1.18790E+03   7.93839E-03   1.95153E+02   8.63848E-02   1.95153E-15   3.80846E-10   6.91063E-16
 1.20817E-06  -3.50326E+04   3.92730E+02   1.12337E+03   3.90753E-03   1.18791E+03   7.93862E-03   1.95049E+02   8.63995E-02   1.95049E-15   3.80442E-10   6.91091E-16
 1.20825E-06  -3.50558E+04   3.93251E+02   1.12342E+03   3.90729E-03   1.18792E+03   7.93886E-03   1.94946E+02   8.64142E-02   1.94946E-15   3.80038E-10   6.91119E-16
 1.20832E-06  -3.50790E+04   3.93772E+02   1.12347E+03   3.90706E-03   1.18793E+03   7.93910E-03   1.94842E+02   8.64289E-02   1.94842E-15   3.79634E-10   6.91148E-16
 1.20840E-06  -3.51023E+04   3.94294E+02   1.12351E+03   3.90683E-03   1.18794E+03   7.93934E-03   1.94738E+02   8.64436E-02   1.94738E-15   3.79230E-10   6.91176E-16
 1.20848E-06  -3.51255E+04   3.94816E+02   1.12356E+03   3.90659E-03   1.18795E+03   7.93958E-03   1.94635E+02   8.64584E-02   1.94635E-15   3.78826E-10   6.91204E-16
 1.20855E-06  -3.51486E+04   3.95336E+02   1.12361E+03   3.90636E-03   1.18796E+03   7.93981E-03   1.94531E+02   8.64731E-02   1.94531E-15   3.78422E-10   6.91232E-16
 1.20863E-06  -3.51715E+04   3.95851E+02   1.12365E+03   3.90612E-03   1.18797E+03   7.94005E-03   1.94427E+02   8.64878E-02   1.94427E-15   3.78018E-10   6.91260E-16
 1.20870E-06  -3.51944E+04   3.96366E+02   1.12370E+03   3.90589E-03   1.18798E+03   7.94029E-03   1.94323E+02   8.65025E-02   1.94323E-15   3.77614E-10   6.91288E-16
 1.20878E-06  -3.52172E+04   3.96881E+02   1.12375E+03   3.90566E-03   1.18798E+03   7.94053E-03   1.94219E+02   8.65173E-02   1.94219E-15   3.77209E-10   6.91317E-16
 1.20886E-06  -3.52401E+04   3.97397E+02   1.12379E+03   3.90542E-03   1.18799E+03   7.94077E-03   1.94115E+02   8.65320E-02   1.94115E-15   3.76805E-10   6.91345E-16
 1.20893E-06  -3.52630E+04   3.97912E+02   1.12384E+03   3.90519E-03   1.18800E+03   7.94100E-03   1.94011E+02   8.65467E-02   1.94011E-15   3.76401E-10   6.91373E-16
 1.20901E-06  -3.52858E+04   3.98429E+02   1.12388E+03   3.90495E-03   1.18801E+03   7.94124E-03   1.93906E+02   8.65614E-02   1.93906E-15   3.75997E-10   6.91401E-16
 1.20908E-06  -3.53087E+04   3.98945E+02   1.12393E+03   3.90472E-03   1.18802E+03   7.94148E-03   1.93802E+02   8.65761E-02   1.93802E-15   3.75593E-10   6.91429E-16
 1.20916E-06  -3.53316E+04   3.99462E+02   1.12398E+03   3.90449E-03   1.18803E+03   7.94172E-03   1.93698E+02   8.65909E-02   1.93698E-15   3.75189E-10   6.91457E-16
 1.20924E-06  -3.53544E+04   3.99979E+02   1.12402E+03   3.90425E-03   1.18804E+03   7.94196E-03   1.93594E+02   8.66056E-02   1.93594E-15   3.74785E-10   6.91486E-16
 1.20931E-06  -3.53773E+04   4.00497E+02   1.12407E+03   3.90402E-03   1.18805E+03   7.94220E-03   1.93489E+02   8.66203E-02   1.93489E-15   3.74380E-10   6.91514E-16
 1.20939E-06  -3.54002E+04   4.01015E+02   1.12412E+03   3.90378E-03   1.18806E+03   7.94243E-03   1.93385E+02   8.66350E-02   1.93385E-15   3.73976E-10   6.91542E-16
 1.20946E-06  -3.54230E+04   4.01533E+02   1.12416E+03   3.90355E-03   1.18807E+03   7.94267E-03   1.93280E+02   8.66498E-02   1.93280E-15   3.73572E-10   6.91570E-16
 1.20954E-06  -3.54459E+04   4.02052E+02   1.12421E+03   3.90331E-03   1.18808E+03   7.94291E-03   1.93176E+02   8.66645E-02   1.93176E-15   3.73168E-10   6.91598E-16
 1.20962E-06  -3.54688E+04   4.02571E+02   1.12426E+03   3.90308E-03   1.18809E+03   7.94315E-03   1.93071E+02   8.66792E-02   1.93071E-15   3.72764E-10   6.91626E-16
 1.20969E-06  -3.54916E+04   4.03090E+02   1.12430E+03   3.90285E-03   1.18810E+03   7.94339E-03   1.92966E+02   8.66939E-02   1.92966E-15   3.72360E-10   6.91655E-16
 1.20977E-06  -3.55145E+04   4.03609E+02   1.12435E+03   3.90261E-03   1.18811E+03   7.94362E-03   1.92862E+02   8.67086E-02   1.92862E-15   3.71956E-10   6.91683E-16
 1.20984E-06  -3.55374E+04   4.04129E+02   1.12440E+03   3.90238E-03   1.18811E+03   7.94386E-03   1.92757E+02   8.67234E-02   1.92757E-15   3.71553E-10   6.91711E-16
 1.20992E-06  -3.55602E+04   4.04649E+02   1.12444E+03   3.90215E-03   1.18812E+03   7.94410E-03   1.92652E+02   8.67381E-02   1.92652E-15   3.71149E-10   6.91739E-16
 1.21000E-06  -3.55831E+04   4.05170E+02   1.12449E+03   3.90191E-03   1.18813E+03   7.94434E-03   1.92547E+02   8.67528E-02   1.92547E-15   3.70745E-10   6.91767E-16
 1.21007E-06  -3.56059E+04   4.05690E+02   1.12453E+03   3.90168E-03   1.18814E+03   7.94457E-03   1.92443E+02   8.67675E-02   1.92443E-15   3.70341E-10   6.91795E-16
 1.21015E-06  -3.56288E+04   4.06211E+02   1.12458E+03   3.90144E-03   1.18815E+03   7.94481E-03   1.92338E+02   8.67823E-02   1.92338E-15   3.69937E-10   6.91824E-16
 1.21022E-06  -3.56516E+04   4.06733E+02   1.12463E+03   3.90121E-03   1.18816E+03   7.94505E-03   1.92233E+02   8.67970E-02   1.92233E-15   3.69534E-10   6.91852E-16
 1.21030E-06  -3.56745E+04   4.07255E+02   1.12467E+03   3.90098E-03   1.18817E+03   7.94529E-03   1.92127E+02   8.68117E-02   1.92127E-15   3.69130E-10   6.91880E-16
 1.21038E-06  -3.56974E+04   4.07777E+02   1.12472E+03   3.90074E-03   1.18818E+03   7.94553E-03   1.92022E+02   8.68264E-02   1.92022E-15   3.68725E-10   6.91908E-16
 1.21045E-06  -3.57202E+04   4.08299E+02   1.12477E+03   3.90051E-03   1.18819E+03   7.94576E-03   1.91917E+02   8.68412E-02   1.91917E-15   3.68322E-10   6.91936E-16
 1.21053E-06  -3.57431E+04   4.08822E+02   1.12481E+03   3.90028E-03   1.18820E+03   7.94600E-03   1.91812E+02   8.68559E-02   1.91812E-15   3.67917E-10   6.91964E-16
 1.21060E-06  -3.57659E+04   4.09345E+02   1.12486E+03   3.90004E-03   1.18821E+03   7.94624E-03   1.91706E+02   8.68706E-02   1.91706E-15   3.67512E-10   6.91993E-16
 1.21068E-06  -3.57888E+04   4.09868E+02   1.12491E+03   3.89981E-03   1.18822E+03   7.94648E-03   1.91601E+02   8.68853E-02   1.91601E-15   3.67108E-10   6.92021E-16
 1.21076E-06  -3.58116E+04   4.10392E+02   1.12495E+03   3.89957E-03   1.18823E+03   7.94672E-03   1.91495E+02   8.69000E-02   1.91495E-15   3.66703E-10   6.92049E-16
 1.21083E-06  -3.58345E+04   4.10916E+02   1.12500E+03   3.89934E-03   1.18824E+03   7.94695E-03   1.91389E+02   8.69148E-02   1.91389E-15   3.66299E-10   6.92077E-16
 1.21091E-06  -3.58574E+04   4.11440E+02   1.12504E+03   3.89911E-03   1.18824E+03   7.94719E-03   1.91284E+02   8.69295E-02   1.91284E-15   3.65895E-10   6.92105E-16
 1.21098E-06  -3.58802E+04   4.11965E+02   1.12509E+03   3.89888E-03   1.18825E+03   7.94743E-03   1.91178E+02   8.69442E-02   1.91178E-15   3.65491E-10   6.92133E-16
 1.21106E-06  -3.59031E+04   4.12490E+02   1.12514E+03   3.89864E-03   1.18826E+03   7.94767E-03   1.91072E+02   8.69589E-02   1.91072E-15   3.65086E-10   6.92161E-16
 1.21114E-06  -3.59259E+04   4.13015E+02   1.12518E+03   3.89841E-03   1.18827E+03   7.94791E-03   1.90967E+02   8.69737E-02   1.90967E-15   3.64682E-10   6.92190E-16
 1.21121E-06  -3.59488E+04   4.13541E+02   1.12523E+03   3.89818E-03   1.18828E+03   7.94814E-03   1.90861E+02   8.69884E-02   1.90861E-15   3.64279E-10   6.92218E-16
 1.21129E-06  -3.59716E+04   4.14067E+02   1.12528E+03   3.89794E-03   1.18829E+03   7.94838E-03   1.90755E+02   8.70031E-02   1.90755E-15   3.63875E-10   6.92246E-16
 1.21136E-06  -3.59945E+04   4.14593E+02   1.12532E+03   3.89771E-03   1.18830E+03   7.94862E-03   1.90649E+02   8.70178E-02   1.90649E-15   3.63472E-10   6.92274E-16
 1.21144E-06  -3.60173E+04   4.15120E+02   1.12537E+03   3.89747E-03   1.18831E+03   7.94886E-03   1.90543E+02   8.70325E-02   1.90543E-15   3.63068E-10   6.92302E-16
 1.21152E-06  -3.60401E+04   4.15645E+02   1.12542E+03   3.89724E-03   1.18832E+03   7.94910E-03   1.90438E+02   8.70473E-02   1.90438E-15   3.62665E-10   6.92330E-16
 1.21159E-06  -3.60626E+04   4.16164E+02   1.12546E+03   3.89701E-03   1.18833E+03   7.94933E-03   1.90332E+02   8.70620E-02   1.90332E-15   3.62261E-10   6.92359E-16
