Time (s)   V_brick                  E_brick                  E_ESR                    R_switch (½)             E_switch (J)             Radius_switch (m)        I_brick (kA)             Q_brick                  V_out                    P_out                    E_out                    
 1.08675E-08   1.00000E+05   5.60000E+03   1.06786E-03   1.18277E+01   1.43249E+00   1.44293E-04   5.72465E+00   1.90586E-05   4.57972E+02   2.62173E+06   5.25716E-03
 1.09435E-08   1.00000E+05   5.60000E+03   1.10895E-03   1.16211E+01   1.46212E+00   1.45570E-04   5.80955E+00   1.94970E-05   4.64764E+02   2.70007E+06   5.45941E-03
 1.10195E-08   1.00000E+05   5.60000E+03   1.15125E-03   1.14196E+01   1.49211E+00   1.46849E-04   5.89494E+00   1.99418E-05   4.71596E+02   2.78003E+06   5.66769E-03
 1.10955E-08   1.00000E+05   5.60000E+03   1.19480E-03   1.12231E+01   1.52245E+00   1.48129E-04   5.98084E+00   2.03931E-05   4.78467E+02   2.86163E+06   5.88210E-03
 1.11715E-08   1.00000E+05   5.60000E+03   1.23963E-03   1.10314E+01   1.55313E+00   1.49410E-04   6.06723E+00   2.08510E-05   4.85378E+02   2.94490E+06   6.10278E-03
 1.12475E-08   1.00000E+05   5.60000E+03   1.28575E-03   1.08445E+01   1.58417E+00   1.50693E-04   6.15411E+00   2.13154E-05   4.92329E+02   3.02985E+06   6.32985E-03
 1.13235E-08   1.00000E+05   5.60000E+03   1.33320E-03   1.06621E+01   1.61557E+00   1.51976E-04   6.24148E+00   2.17865E-05   4.99318E+02   3.11649E+06   6.56345E-03
 1.13995E-08   1.00000E+05   5.60000E+03   1.38200E-03   1.04841E+01   1.64731E+00   1.53261E-04   6.32934E+00   2.22642E-05   5.06347E+02   3.20484E+06   6.80369E-03
 1.14755E-08   1.00000E+05   5.60000E+03   1.43218E-03   1.03104E+01   1.67941E+00   1.54546E-04   6.41768E+00   2.27486E-05   5.13414E+02   3.29492E+06   7.05072E-03
 1.15515E-08   1.00000E+05   5.60000E+03   1.48376E-03   1.01408E+01   1.71187E+00   1.55833E-04   6.50650E+00   2.32398E-05   5.20520E+02   3.38676E+06   7.30466E-03
 1.16275E-08   1.00000E+05   5.60000E+03   1.53677E-03   9.97520E+00   1.74467E+00   1.57121E-04   6.59579E+00   2.37377E-05   5.27663E+02   3.48035E+06   7.56564E-03
 1.17035E-08   1.00000E+05   5.60000E+03   1.59125E-03   9.81351E+00   1.77783E+00   1.58411E-04   6.68556E+00   2.42425E-05   5.34845E+02   3.57573E+06   7.83381E-03
 1.17795E-08   1.00000E+05   5.60000E+03   1.64720E-03   9.65559E+00   1.81135E+00   1.59701E-04   6.77580E+00   2.47540E-05   5.42064E+02   3.67291E+06   8.10929E-03
 1.18555E-08   1.00000E+05   5.60000E+03   1.70468E-03   9.50132E+00   1.84522E+00   1.60992E-04   6.86650E+00   2.52725E-05   5.49320E+02   3.77190E+06   8.39224E-03
 1.19315E-08   1.00000E+05   5.60000E+03   1.76369E-03   9.35061E+00   1.87945E+00   1.62284E-04   6.95767E+00   2.57978E-05   5.56614E+02   3.87273E+06   8.68277E-03
 1.20075E-08   1.00000E+05   5.60000E+03   1.82428E-03   9.20333E+00   1.91403E+00   1.63578E-04   7.04930E+00   2.63301E-05   5.63944E+02   3.97541E+06   8.98104E-03
 1.20835E-08   1.00000E+05   5.60000E+03   1.88646E-03   9.05940E+00   1.94897E+00   1.64872E-04   7.14139E+00   2.68694E-05   5.71311E+02   4.07995E+06   9.28718E-03
 1.21595E-08   1.00000E+05   5.60000E+03   1.95028E-03   8.91872E+00   1.98426E+00   1.66167E-04   7.23393E+00   2.74157E-05   5.78714E+02   4.18638E+06   9.60134E-03
 1.22355E-08   1.00000E+05   5.60000E+03   2.01575E-03   8.78118E+00   2.01991E+00   1.67463E-04   7.32693E+00   2.79691E-05   5.86154E+02   4.29471E+06   9.92367E-03
 1.23115E-08   1.00000E+05   5.60000E+03   2.08291E-03   8.64671E+00   2.05592E+00   1.68761E-04   7.42037E+00   2.85295E-05   5.93630E+02   4.40495E+06   1.02543E-02
 1.23875E-08   1.00000E+05   5.60000E+03   2.15178E-03   8.51520E+00   2.09228E+00   1.70059E-04   7.51427E+00   2.90971E-05   6.01141E+02   4.51714E+06   1.05934E-02
 1.24635E-08   1.00000E+05   5.60000E+03   2.22241E-03   8.38659E+00   2.12901E+00   1.71358E-04   7.60861E+00   2.96718E-05   6.08689E+02   4.63128E+06   1.09411E-02
 1.25395E-08   1.00000E+05   5.60000E+03   2.29481E-03   8.26077E+00   2.16609E+00   1.72658E-04   7.70340E+00   3.02537E-05   6.16272E+02   4.74739E+06   1.12975E-02
 1.26155E-08   1.00000E+05   5.60000E+03   2.36902E-03   8.13769E+00   2.20352E+00   1.73959E-04   7.79862E+00   3.08428E-05   6.23890E+02   4.86548E+06   1.16628E-02
 1.26915E-08   1.00000E+05   5.60000E+03   2.44507E-03   8.01725E+00   2.24132E+00   1.75260E-04   7.89429E+00   3.14392E-05   6.31543E+02   4.98558E+06   1.20372E-02
 1.27675E-08   1.00000E+05   5.60000E+03   2.52298E-03   7.89939E+00   2.27947E+00   1.76563E-04   7.99038E+00   3.20429E-05   6.39231E+02   5.10770E+06   1.24208E-02
 1.28435E-08   1.00000E+05   5.60000E+03   2.60280E-03   7.78404E+00   2.31798E+00   1.77866E-04   8.08691E+00   3.26539E-05   6.46953E+02   5.23185E+06   1.28138E-02
 1.29195E-08   1.00000E+05   5.60000E+03   2.68455E-03   7.67112E+00   2.35685E+00   1.79171E-04   8.18386E+00   3.32722E-05   6.54709E+02   5.35805E+06   1.32162E-02
 1.29955E-08   9.99993E+04   5.59992E+03   2.76827E-03   7.56058E+00   2.39608E+00   1.80476E-04   8.28124E+00   3.38979E-05   6.62499E+02   5.48632E+06   1.36284E-02
 1.30715E-08   9.99986E+04   5.59984E+03   2.85398E-03   7.45234E+00   2.43567E+00   1.81782E-04   8.37904E+00   3.45311E-05   6.70323E+02   5.61667E+06   1.40503E-02
 1.31475E-08   9.99978E+04   5.59975E+03   2.94172E-03   7.34635E+00   2.47562E+00   1.83088E-04   8.47726E+00   3.51716E-05   6.78181E+02   5.74911E+06   1.44823E-02
 1.32235E-08   9.99971E+04   5.59967E+03   3.03152E-03   7.24253E+00   2.51592E+00   1.84396E-04   8.57588E+00   3.58197E-05   6.86071E+02   5.88366E+06   1.49244E-02
 1.32995E-08   9.99963E+04   5.59959E+03   3.12342E-03   7.14085E+00   2.55659E+00   1.85704E-04   8.67493E+00   3.64753E-05   6.93994E+02   6.02035E+06   1.53768E-02
 1.33755E-08   9.99955E+04   5.59950E+03   3.21744E-03   7.04123E+00   2.59761E+00   1.87013E-04   8.77438E+00   3.71384E-05   7.01950E+02   6.15918E+06   1.58397E-02
 1.34515E-08   9.99948E+04   5.59941E+03   3.31362E-03   6.94363E+00   2.63899E+00   1.88323E-04   8.87425E+00   3.78091E-05   7.09940E+02   6.30018E+06   1.63132E-02
 1.35275E-08   9.99940E+04   5.59933E+03   3.41200E-03   6.84800E+00   2.68073E+00   1.89633E-04   8.97452E+00   3.84874E-05   7.17962E+02   6.44336E+06   1.67975E-02
 1.36035E-08   9.99932E+04   5.59924E+03   3.51260E-03   6.75427E+00   2.72283E+00   1.90945E-04   9.07520E+00   3.91733E-05   7.26016E+02   6.58873E+06   1.72928E-02
 1.36795E-08   9.99924E+04   5.59915E+03   3.61546E-03   6.66241E+00   2.76529E+00   1.92256E-04   9.17627E+00   3.98669E-05   7.34102E+02   6.73632E+06   1.77992E-02
 1.37555E-08   9.99916E+04   5.59906E+03   3.72063E-03   6.57236E+00   2.80811E+00   1.93569E-04   9.27774E+00   4.05682E-05   7.42220E+02   6.88612E+06   1.83169E-02
 1.38315E-08   9.99908E+04   5.59897E+03   3.82812E-03   6.48407E+00   2.85128E+00   1.94882E-04   9.37961E+00   4.12773E-05   7.50369E+02   7.03817E+06   1.88461E-02
 1.39075E-08   9.99900E+04   5.59888E+03   3.93797E-03   6.39752E+00   2.89482E+00   1.96196E-04   9.48187E+00   4.19941E-05   7.58550E+02   7.19247E+06   1.93869E-02
 1.39835E-08   9.99892E+04   5.59879E+03   4.05023E-03   6.31264E+00   2.93871E+00   1.97511E-04   9.58453E+00   4.27186E-05   7.66762E+02   7.34905E+06   1.99395E-02
 1.40595E-08   9.99884E+04   5.59870E+03   4.16492E-03   6.22940E+00   2.98297E+00   1.98826E-04   9.68757E+00   4.34510E-05   7.75006E+02   7.50792E+06   2.05042E-02
 1.41355E-08   9.99876E+04   5.59861E+03   4.28208E-03   6.14775E+00   3.02758E+00   2.00142E-04   9.79100E+00   4.41913E-05   7.83280E+02   7.66909E+06   2.10810E-02
 1.42115E-08   9.99867E+04   5.59852E+03   4.40175E-03   6.06766E+00   3.07255E+00   2.01459E-04   9.89481E+00   4.49394E-05   7.91584E+02   7.83258E+06   2.16701E-02
 1.42875E-08   9.99859E+04   5.59842E+03   4.52395E-03   5.98910E+00   3.11789E+00   2.02776E-04   9.99900E+00   4.56954E-05   7.99920E+02   7.99840E+06   2.22717E-02
 1.43635E-08   9.99851E+04   5.59833E+03   4.64874E-03   5.91201E+00   3.16358E+00   2.04093E-04   1.01036E+01   4.64593E-05   8.08286E+02   8.16658E+06   2.28861E-02
 1.44395E-08   9.99843E+04   5.59824E+03   4.77614E-03   5.83636E+00   3.20962E+00   2.05412E-04   1.02085E+01   4.72312E-05   8.16682E+02   8.33712E+06   2.35133E-02
 1.45155E-08   9.99835E+04   5.59815E+03   4.90619E-03   5.76213E+00   3.25603E+00   2.06731E-04   1.03138E+01   4.80111E-05   8.25107E+02   8.51003E+06   2.41535E-02
 1.45915E-08   9.99827E+04   5.59806E+03   5.03893E-03   5.68927E+00   3.30280E+00   2.08050E-04   1.04195E+01   4.87991E-05   8.33563E+02   8.68535E+06   2.48070E-02
 1.46675E-08   9.99818E+04   5.59797E+03   5.17440E-03   5.61776E+00   3.34992E+00   2.09370E-04   1.05256E+01   4.95950E-05   8.42049E+02   8.86308E+06   2.54739E-02
 1.47435E-08   9.99810E+04   5.59788E+03   5.31263E-03   5.54756E+00   3.39740E+00   2.10691E-04   1.06320E+01   5.03991E-05   8.50563E+02   9.04322E+06   2.61545E-02
 1.48195E-08   9.99802E+04   5.59778E+03   5.45366E-03   5.47863E+00   3.44524E+00   2.12012E-04   1.07388E+01   5.12112E-05   8.59107E+02   9.22581E+06   2.68488E-02
 1.48955E-08   9.99794E+04   5.59769E+03   5.59752E-03   5.41096E+00   3.49344E+00   2.13334E-04   1.08460E+01   5.20315E-05   8.67680E+02   9.41087E+06   2.75570E-02
 1.49715E-08   9.99785E+04   5.59760E+03   5.74427E-03   5.34450E+00   3.54200E+00   2.14656E-04   1.09535E+01   5.28599E-05   8.76283E+02   9.59839E+06   2.82795E-02
 1.50475E-08   9.99777E+04   5.59750E+03   5.89393E-03   5.27924E+00   3.59092E+00   2.15979E-04   1.10614E+01   5.36965E-05   8.84913E+02   9.78840E+06   2.90162E-02
 1.51235E-08   9.99768E+04   5.59741E+03   6.04654E-03   5.21514E+00   3.64019E+00   2.17302E-04   1.11697E+01   5.45414E-05   8.93573E+02   9.98092E+06   2.97676E-02
 1.51995E-08   9.99760E+04   5.59731E+03   6.20214E-03   5.15218E+00   3.68982E+00   2.18626E-04   1.12783E+01   5.53944E-05   9.02262E+02   1.01760E+07   3.05336E-02
 1.52755E-08   9.99751E+04   5.59721E+03   6.36077E-03   5.09032E+00   3.73981E+00   2.19950E-04   1.13872E+01   5.62558E-05   9.10977E+02   1.03735E+07   3.13146E-02
 1.53515E-08   9.99742E+04   5.59712E+03   6.52247E-03   5.02956E+00   3.79015E+00   2.21275E-04   1.14965E+01   5.71254E-05   9.19721E+02   1.05736E+07   3.21106E-02
 1.54275E-08   9.99733E+04   5.59701E+03   6.68728E-03   4.96985E+00   3.84085E+00   2.22600E-04   1.16062E+01   5.80034E-05   9.28492E+02   1.07762E+07   3.29220E-02
 1.55035E-08   9.99724E+04   5.59691E+03   6.85524E-03   4.91118E+00   3.89191E+00   2.23925E-04   1.17161E+01   5.88897E-05   9.37292E+02   1.09814E+07   3.37489E-02
 1.55795E-08   9.99715E+04   5.59681E+03   7.02639E-03   4.85353E+00   3.94333E+00   2.25252E-04   1.18265E+01   5.97843E-05   9.46119E+02   1.11893E+07   3.45915E-02
 1.56555E-08   9.99706E+04   5.59671E+03   7.20077E-03   4.79686E+00   3.99510E+00   2.26578E-04   1.19372E+01   6.06874E-05   9.54974E+02   1.13997E+07   3.54499E-02
 1.57315E-08   9.99698E+04   5.59661E+03   7.37841E-03   4.74116E+00   4.04723E+00   2.27905E-04   1.20482E+01   6.15988E-05   9.63855E+02   1.16127E+07   3.63245E-02
 1.58075E-08   9.99689E+04   5.59651E+03   7.55937E-03   4.68641E+00   4.09972E+00   2.29233E-04   1.21595E+01   6.25188E-05   9.72763E+02   1.18284E+07   3.72153E-02
 1.58835E-08   9.99680E+04   5.59641E+03   7.74367E-03   4.63258E+00   4.15256E+00   2.30560E-04   1.22712E+01   6.34472E-05   9.81699E+02   1.20467E+07   3.81227E-02
 1.59595E-08   9.99670E+04   5.59631E+03   7.93137E-03   4.57966E+00   4.20576E+00   2.31889E-04   1.23833E+01   6.43842E-05   9.90661E+02   1.22676E+07   3.90467E-02
 1.60355E-08   9.99661E+04   5.59621E+03   8.12249E-03   4.52763E+00   4.25931E+00   2.33217E-04   1.24956E+01   6.53296E-05   9.99650E+02   1.24912E+07   3.99877E-02
 1.61115E-08   9.99652E+04   5.59611E+03   8.31709E-03   4.47646E+00   4.31322E+00   2.34546E-04   1.26083E+01   6.62836E-05   1.00866E+03   1.27175E+07   4.09457E-02
 1.61875E-08   9.99643E+04   5.59601E+03   8.51521E-03   4.42614E+00   4.36748E+00   2.35876E-04   1.27213E+01   6.72462E-05   1.01771E+03   1.29466E+07   4.19210E-02
 1.62635E-08   9.99634E+04   5.59591E+03   8.71688E-03   4.37665E+00   4.42210E+00   2.37206E-04   1.28347E+01   6.82174E-05   1.02677E+03   1.31783E+07   4.29139E-02
 1.63395E-08   9.99625E+04   5.59581E+03   8.92216E-03   4.32797E+00   4.47707E+00   2.38536E-04   1.29483E+01   6.91972E-05   1.03587E+03   1.34127E+07   4.39244E-02
 1.64155E-08   9.99616E+04   5.59570E+03   9.13106E-03   4.28009E+00   4.53240E+00   2.39867E-04   1.30623E+01   7.01856E-05   1.04498E+03   1.36499E+07   4.49529E-02
 1.64915E-08   9.99607E+04   5.59560E+03   9.34366E-03   4.23298E+00   4.58808E+00   2.41198E-04   1.31766E+01   7.11828E-05   1.05413E+03   1.38899E+07   4.59995E-02
 1.65675E-08   9.99598E+04   5.59549E+03   9.55998E-03   4.18663E+00   4.64411E+00   2.42529E-04   1.32912E+01   7.21886E-05   1.06330E+03   1.41326E+07   4.70645E-02
 1.66435E-08   9.99588E+04   5.59539E+03   9.78007E-03   4.14103E+00   4.70050E+00   2.43861E-04   1.34062E+01   7.32031E-05   1.07250E+03   1.43781E+07   4.81480E-02
 1.67195E-08   9.99579E+04   5.59528E+03   1.00040E-02   4.09616E+00   4.75724E+00   2.45193E-04   1.35215E+01   7.42264E-05   1.08172E+03   1.46264E+07   4.92503E-02
 1.67955E-08   9.99569E+04   5.59517E+03   1.02317E-02   4.05200E+00   4.81434E+00   2.46525E-04   1.36370E+01   7.52585E-05   1.09096E+03   1.48775E+07   5.03715E-02
 1.68715E-08   9.99559E+04   5.59506E+03   1.04634E-02   4.00855E+00   4.87179E+00   2.47858E-04   1.37529E+01   7.62994E-05   1.10023E+03   1.51314E+07   5.15120E-02
 1.69475E-08   9.99549E+04   5.59495E+03   1.06990E-02   3.96577E+00   4.92959E+00   2.49191E-04   1.38691E+01   7.73491E-05   1.10953E+03   1.53881E+07   5.26718E-02
 1.70235E-08   9.99539E+04   5.59484E+03   1.09385E-02   3.92367E+00   4.98774E+00   2.50524E-04   1.39856E+01   7.84076E-05   1.11885E+03   1.56477E+07   5.38513E-02
 1.70995E-08   9.99529E+04   5.59473E+03   1.11822E-02   3.88223E+00   5.04625E+00   2.51858E-04   1.41024E+01   7.94750E-05   1.12819E+03   1.59101E+07   5.50506E-02
 1.71755E-08   9.99519E+04   5.59462E+03   1.14298E-02   3.84142E+00   5.10510E+00   2.53192E-04   1.42195E+01   8.05513E-05   1.13756E+03   1.61754E+07   5.62700E-02
 1.72515E-08   9.99509E+04   5.59450E+03   1.16816E-02   3.80126E+00   5.16431E+00   2.54526E-04   1.43369E+01   8.16365E-05   1.14695E+03   1.64436E+07   5.75096E-02
 1.73275E-08   9.99499E+04   5.59439E+03   1.19376E-02   3.76170E+00   5.22387E+00   2.55861E-04   1.44545E+01   8.27306E-05   1.15636E+03   1.67147E+07   5.87697E-02
 1.74035E-08   9.99489E+04   5.59428E+03   1.21978E-02   3.72276E+00   5.28378E+00   2.57196E-04   1.45725E+01   8.38337E-05   1.16580E+03   1.69887E+07   6.00506E-02
 1.74795E-08   9.99479E+04   5.59417E+03   1.24622E-02   3.68440E+00   5.34404E+00   2.58531E-04   1.46908E+01   8.49458E-05   1.17527E+03   1.72656E+07   6.13524E-02
 1.75555E-08   9.99469E+04   5.59405E+03   1.27309E-02   3.64663E+00   5.40465E+00   2.59867E-04   1.48094E+01   8.60669E-05   1.18475E+03   1.75455E+07   6.26753E-02
 1.76315E-08   9.99459E+04   5.59394E+03   1.30040E-02   3.60943E+00   5.46561E+00   2.61202E-04   1.49283E+01   8.71970E-05   1.19426E+03   1.78283E+07   6.40195E-02
 1.77075E-08   9.99449E+04   5.59383E+03   1.32815E-02   3.57279E+00   5.52692E+00   2.62538E-04   1.50475E+01   8.83361E-05   1.20380E+03   1.81141E+07   6.53855E-02
 1.77835E-08   9.99439E+04   5.59372E+03   1.35633E-02   3.53670E+00   5.58858E+00   2.63874E-04   1.51669E+01   8.94843E-05   1.21335E+03   1.84028E+07   6.67732E-02
 1.78595E-08   9.99429E+04   5.59360E+03   1.38497E-02   3.50114E+00   5.65059E+00   2.65211E-04   1.52867E+01   9.06416E-05   1.22293E+03   1.86946E+07   6.81831E-02
 1.79355E-08   9.99418E+04   5.59349E+03   1.41406E-02   3.46612E+00   5.71294E+00   2.66548E-04   1.54067E+01   9.18080E-05   1.23254E+03   1.89893E+07   6.96152E-02
 1.80115E-08   9.99408E+04   5.59337E+03   1.44361E-02   3.43160E+00   5.77565E+00   2.67885E-04   1.55270E+01   9.29835E-05   1.24216E+03   1.92871E+07   7.10698E-02
 1.80875E-08   9.99397E+04   5.59325E+03   1.47362E-02   3.39760E+00   5.83870E+00   2.69222E-04   1.56476E+01   9.41682E-05   1.25181E+03   1.95879E+07   7.25472E-02
 1.81635E-08   9.99386E+04   5.59313E+03   1.50409E-02   3.36409E+00   5.90210E+00   2.70559E-04   1.57685E+01   9.53621E-05   1.26148E+03   1.98917E+07   7.40476E-02
 1.82395E-08   9.99375E+04   5.59301E+03   1.53504E-02   3.33107E+00   5.96585E+00   2.71897E-04   1.58897E+01   9.65652E-05   1.27117E+03   2.01986E+07   7.55711E-02
 1.83155E-08   9.99364E+04   5.59288E+03   1.56646E-02   3.29853E+00   6.02994E+00   2.73235E-04   1.60111E+01   9.77775E-05   1.28089E+03   2.05085E+07   7.71181E-02
 1.83915E-08   9.99353E+04   5.59276E+03   1.59837E-02   3.26646E+00   6.09438E+00   2.74573E-04   1.61328E+01   9.89990E-05   1.29063E+03   2.08214E+07   7.86888E-02
 1.84675E-08   9.99342E+04   5.59263E+03   1.63076E-02   3.23484E+00   6.15917E+00   2.75911E-04   1.62548E+01   1.00230E-04   1.30038E+03   2.11375E+07   8.02834E-02
 1.85435E-08   9.99330E+04   5.59250E+03   1.66364E-02   3.20368E+00   6.22430E+00   2.77250E-04   1.63771E+01   1.01470E-04   1.31016E+03   2.14566E+07   8.19021E-02
 1.86195E-08   9.99319E+04   5.59238E+03   1.69701E-02   3.17297E+00   6.28978E+00   2.78589E-04   1.64996E+01   1.02719E-04   1.31997E+03   2.17789E+07   8.35452E-02
 1.86955E-08   9.99308E+04   5.59225E+03   1.73089E-02   3.14268E+00   6.35560E+00   2.79928E-04   1.66224E+01   1.03978E-04   1.32979E+03   2.21043E+07   8.52129E-02
 1.87715E-08   9.99296E+04   5.59212E+03   1.76527E-02   3.11283E+00   6.42177E+00   2.81267E-04   1.67455E+01   1.05246E-04   1.33964E+03   2.24329E+07   8.69055E-02
 1.88475E-08   9.99285E+04   5.59199E+03   1.80016E-02   3.08340E+00   6.48829E+00   2.82606E-04   1.68688E+01   1.06523E-04   1.34950E+03   2.27645E+07   8.86231E-02
 1.89235E-08   9.99274E+04   5.59187E+03   1.83556E-02   3.05437E+00   6.55514E+00   2.83946E-04   1.69924E+01   1.07810E-04   1.35939E+03   2.30994E+07   9.03661E-02
 1.89995E-08   9.99262E+04   5.59174E+03   1.87149E-02   3.02575E+00   6.62235E+00   2.85285E-04   1.71163E+01   1.09106E-04   1.36930E+03   2.34374E+07   9.21347E-02
 1.90755E-08   9.99251E+04   5.59161E+03   1.90794E-02   2.99753E+00   6.68989E+00   2.86625E-04   1.72404E+01   1.10412E-04   1.37923E+03   2.37785E+07   9.39290E-02
 1.91515E-08   9.99240E+04   5.59149E+03   1.94491E-02   2.96970E+00   6.75777E+00   2.87965E-04   1.73648E+01   1.11727E-04   1.38918E+03   2.41229E+07   9.57494E-02
 1.92275E-08   9.99228E+04   5.59136E+03   1.98243E-02   2.94225E+00   6.82600E+00   2.89306E-04   1.74894E+01   1.13052E-04   1.39916E+03   2.44705E+07   9.75962E-02
 1.93035E-08   9.99216E+04   5.59123E+03   2.02048E-02   2.91517E+00   6.89458E+00   2.90646E-04   1.76144E+01   1.14386E-04   1.40915E+03   2.48213E+07   9.94694E-02
 1.93795E-08   9.99205E+04   5.59110E+03   2.05907E-02   2.88846E+00   6.96349E+00   2.91987E-04   1.77395E+01   1.15729E-04   1.41916E+03   2.51753E+07   1.01369E-01
 1.94555E-08   9.99193E+04   5.59096E+03   2.09821E-02   2.86212E+00   7.03274E+00   2.93327E-04   1.78649E+01   1.17082E-04   1.42920E+03   2.55325E+07   1.03296E-01
 1.95315E-08   9.99181E+04   5.59083E+03   2.13791E-02   2.83613E+00   7.10234E+00   2.94668E-04   1.79906E+01   1.18445E-04   1.43925E+03   2.58930E+07   1.05251E-01
 1.96075E-08   9.99169E+04   5.59070E+03   2.17817E-02   2.81049E+00   7.17228E+00   2.96009E-04   1.81165E+01   1.19817E-04   1.44932E+03   2.62567E+07   1.07233E-01
 1.96835E-08   9.99157E+04   5.59056E+03   2.21899E-02   2.78520E+00   7.24255E+00   2.97350E-04   1.82427E+01   1.21198E-04   1.45942E+03   2.66237E+07   1.09242E-01
 1.97595E-08   9.99145E+04   5.59043E+03   2.26038E-02   2.76024E+00   7.31317E+00   2.98692E-04   1.83691E+01   1.22590E-04   1.46953E+03   2.69940E+07   1.11280E-01
 1.98355E-08   9.99133E+04   5.59030E+03   2.30234E-02   2.73561E+00   7.38413E+00   3.00033E-04   1.84958E+01   1.23991E-04   1.47966E+03   2.73676E+07   1.13346E-01
 1.99115E-08   9.99122E+04   5.59017E+03   2.34488E-02   2.71131E+00   7.45542E+00   3.01375E-04   1.86227E+01   1.25401E-04   1.48982E+03   2.77445E+07   1.15440E-01
 1.99875E-08   9.99110E+04   5.59003E+03   2.38801E-02   2.68733E+00   7.52706E+00   3.02716E-04   1.87499E+01   1.26821E-04   1.49999E+03   2.81246E+07   1.17563E-01
 2.00635E-08   9.99098E+04   5.58990E+03   2.43173E-02   2.66367E+00   7.59903E+00   3.04058E-04   1.88773E+01   1.28251E-04   1.51018E+03   2.85082E+07   1.19716E-01
 2.01395E-08   9.99086E+04   5.58977E+03   2.47604E-02   2.64031E+00   7.67134E+00   3.05400E-04   1.90049E+01   1.29691E-04   1.52039E+03   2.88950E+07   1.21897E-01
 2.02155E-08   9.99074E+04   5.58963E+03   2.52095E-02   2.61726E+00   7.74399E+00   3.06742E-04   1.91328E+01   1.31140E-04   1.53062E+03   2.92851E+07   1.24108E-01
 2.02915E-08   9.99062E+04   5.58950E+03   2.56647E-02   2.59450E+00   7.81697E+00   3.08084E-04   1.92609E+01   1.32599E-04   1.54087E+03   2.96786E+07   1.26349E-01
