Time (s)   V_brick (kV)             E_brick (kJ)             I_brick (kA)             V_out (kV)               P_out (MW)               E_out (J)                
 1.69848E-06   7.43856E-01   7.74651E-05   1.91940E+00   1.29771E+00   2.49082E+00   1.39946E+03
 1.69861E-06   7.42993E-01   7.72853E-05   1.91886E+00   1.29734E+00   2.48942E+00   1.39946E+03
 1.69873E-06   7.42129E-01   7.71058E-05   1.91832E+00   1.29698E+00   2.48801E+00   1.39946E+03
 1.69886E-06   7.41265E-01   7.69264E-05   1.91778E+00   1.29661E+00   2.48661E+00   1.39946E+03
 1.69898E-06   7.40402E-01   7.67473E-05   1.91724E+00   1.29624E+00   2.48520E+00   1.39946E+03
 1.69911E-06   7.39538E-01   7.65684E-05   1.91669E+00   1.29588E+00   2.48380E+00   1.39946E+03
 1.69924E-06   7.38675E-01   7.63897E-05   1.91615E+00   1.29551E+00   2.48239E+00   1.39946E+03
 1.69936E-06   7.37812E-01   7.62113E-05   1.91561E+00   1.29514E+00   2.48099E+00   1.39946E+03
 1.69949E-06   7.36949E-01   7.60332E-05   1.91507E+00   1.29478E+00   2.47958E+00   1.39946E+03
 1.69961E-06   7.36086E-01   7.58552E-05   1.91452E+00   1.29441E+00   2.47816E+00   1.39946E+03
 1.69974E-06   7.35223E-01   7.56774E-05   1.91397E+00   1.29403E+00   2.47674E+00   1.39946E+03
 1.69987E-06   7.34360E-01   7.54999E-05   1.91342E+00   1.29366E+00   2.47531E+00   1.39946E+03
 1.69999E-06   7.33498E-01   7.53226E-05   1.91287E+00   1.29329E+00   2.47389E+00   1.39946E+03
 1.70012E-06   7.32636E-01   7.51457E-05   1.91231E+00   1.29292E+00   2.47246E+00   1.39946E+03
 1.70024E-06   7.31774E-01   7.49690E-05   1.91176E+00   1.29254E+00   2.47104E+00   1.39946E+03
 1.70037E-06   7.30912E-01   7.47925E-05   1.91121E+00   1.29217E+00   2.46961E+00   1.39946E+03
 1.70050E-06   7.30050E-01   7.46162E-05   1.91066E+00   1.29180E+00   2.46818E+00   1.39946E+03
 1.70062E-06   7.29188E-01   7.44401E-05   1.91010E+00   1.29142E+00   2.46674E+00   1.39946E+03
 1.70075E-06   7.28327E-01   7.42644E-05   1.90954E+00   1.29104E+00   2.46529E+00   1.39946E+03
 1.70087E-06   7.27465E-01   7.40888E-05   1.90898E+00   1.29066E+00   2.46385E+00   1.39946E+03
 1.70100E-06   7.26604E-01   7.39134E-05   1.90842E+00   1.29028E+00   2.46240E+00   1.39946E+03
 1.70113E-06   7.25743E-01   7.37383E-05   1.90786E+00   1.28990E+00   2.46095E+00   1.39946E+03
 1.70125E-06   7.24881E-01   7.35634E-05   1.90729E+00   1.28952E+00   2.45950E+00   1.39946E+03
 1.70138E-06   7.24020E-01   7.33887E-05   1.90673E+00   1.28914E+00   2.45805E+00   1.39946E+03
 1.70150E-06   7.23159E-01   7.32142E-05   1.90617E+00   1.28876E+00   2.45660E+00   1.39946E+03
 1.70163E-06   7.22298E-01   7.30400E-05   1.90561E+00   1.28838E+00   2.45515E+00   1.39946E+03
 1.70176E-06   7.21437E-01   7.28660E-05   1.90504E+00   1.28800E+00   2.45370E+00   1.39946E+03
 1.70188E-06   7.20576E-01   7.26922E-05   1.90448E+00   1.28762E+00   2.45225E+00   1.39946E+03
 1.70201E-06   7.19717E-01   7.25189E-05   1.90392E+00   1.28724E+00   2.45080E+00   1.39946E+03
 1.70213E-06   7.18863E-01   7.23470E-05   1.90336E+00   1.28686E+00   2.44935E+00   1.39946E+03
 1.70226E-06   7.18010E-01   7.21754E-05   1.90279E+00   1.28648E+00   2.44790E+00   1.39946E+03
 1.70239E-06   7.17158E-01   7.20041E-05   1.90223E+00   1.28610E+00   2.44645E+00   1.39946E+03
 1.70251E-06   7.16305E-01   7.18330E-05   1.90167E+00   1.28572E+00   2.44500E+00   1.39946E+03
 1.70264E-06   7.15453E-01   7.16621E-05   1.90110E+00   1.28534E+00   2.44355E+00   1.39946E+03
 1.70276E-06   7.14600E-01   7.14915E-05   1.90054E+00   1.28495E+00   2.44210E+00   1.39946E+03
 1.70289E-06   7.13748E-01   7.13210E-05   1.89997E+00   1.28457E+00   2.44065E+00   1.39946E+03
 1.70302E-06   7.12896E-01   7.11509E-05   1.89941E+00   1.28419E+00   2.43920E+00   1.39946E+03
 1.70314E-06   7.12044E-01   7.09810E-05   1.89885E+00   1.28381E+00   2.43776E+00   1.39946E+03
 1.70327E-06   7.11193E-01   7.08113E-05   1.89828E+00   1.28343E+00   2.43630E+00   1.39946E+03
 1.70339E-06   7.10341E-01   7.06419E-05   1.89771E+00   1.28304E+00   2.43485E+00   1.39946E+03
 1.70352E-06   7.09490E-01   7.04727E-05   1.89715E+00   1.28266E+00   2.43340E+00   1.39946E+03
 1.70365E-06   7.08639E-01   7.03036E-05   1.89658E+00   1.28228E+00   2.43195E+00   1.39946E+03
 1.70377E-06   7.07788E-01   7.01348E-05   1.89602E+00   1.28190E+00   2.43050E+00   1.39946E+03
 1.70390E-06   7.06937E-01   6.99663E-05   1.89545E+00   1.28151E+00   2.42905E+00   1.39946E+03
 1.70402E-06   7.06086E-01   6.97980E-05   1.89488E+00   1.28113E+00   2.42759E+00   1.39946E+03
 1.70415E-06   7.05235E-01   6.96299E-05   1.89432E+00   1.28075E+00   2.42614E+00   1.39946E+03
 1.70428E-06   7.04385E-01   6.94621E-05   1.89375E+00   1.28036E+00   2.42469E+00   1.39946E+03
 1.70440E-06   7.03534E-01   6.92944E-05   1.89318E+00   1.27998E+00   2.42324E+00   1.39946E+03
 1.70453E-06   7.02684E-01   6.91270E-05   1.89262E+00   1.27960E+00   2.42179E+00   1.39946E+03
 1.70465E-06   7.01833E-01   6.89598E-05   1.89205E+00   1.27921E+00   2.42033E+00   1.39946E+03
 1.70478E-06   7.00983E-01   6.87928E-05   1.89148E+00   1.27883E+00   2.41888E+00   1.39946E+03
 1.70491E-06   7.00132E-01   6.86260E-05   1.89091E+00   1.27845E+00   2.41743E+00   1.39946E+03
 1.70503E-06   6.99282E-01   6.84594E-05   1.89034E+00   1.27806E+00   2.41598E+00   1.39946E+03
 1.70516E-06   6.98432E-01   6.82931E-05   1.88978E+00   1.27768E+00   2.41452E+00   1.39946E+03
 1.70528E-06   6.97582E-01   6.81270E-05   1.88921E+00   1.27729E+00   2.41307E+00   1.39946E+03
 1.70541E-06   6.96732E-01   6.79610E-05   1.88864E+00   1.27691E+00   2.41162E+00   1.39946E+03
 1.70554E-06   6.95882E-01   6.77953E-05   1.88807E+00   1.27652E+00   2.41016E+00   1.39946E+03
 1.70566E-06   6.95033E-01   6.76299E-05   1.88750E+00   1.27614E+00   2.40871E+00   1.39946E+03
 1.70579E-06   6.94184E-01   6.74648E-05   1.88693E+00   1.27575E+00   2.40726E+00   1.39946E+03
 1.70591E-06   6.93337E-01   6.73003E-05   1.88636E+00   1.27537E+00   2.40580E+00   1.39946E+03
 1.70604E-06   6.92490E-01   6.71360E-05   1.88579E+00   1.27498E+00   2.40435E+00   1.39946E+03
 1.70617E-06   6.91644E-01   6.69719E-05   1.88522E+00   1.27460E+00   2.40289E+00   1.39946E+03
 1.70629E-06   6.90797E-01   6.68081E-05   1.88465E+00   1.27421E+00   2.40144E+00   1.39946E+03
 1.70642E-06   6.89950E-01   6.66444E-05   1.88408E+00   1.27382E+00   2.39998E+00   1.39946E+03
 1.70654E-06   6.89103E-01   6.64809E-05   1.88350E+00   1.27344E+00   2.39852E+00   1.39946E+03
 1.70667E-06   6.88257E-01   6.63176E-05   1.88293E+00   1.27305E+00   2.39707E+00   1.39946E+03
 1.70680E-06   6.87410E-01   6.61545E-05   1.88236E+00   1.27266E+00   2.39561E+00   1.39946E+03
 1.70692E-06   6.86563E-01   6.59916E-05   1.88179E+00   1.27228E+00   2.39416E+00   1.39946E+03
 1.70705E-06   6.85716E-01   6.58290E-05   1.88122E+00   1.27189E+00   2.39270E+00   1.39946E+03
 1.70717E-06   6.84870E-01   6.56665E-05   1.88064E+00   1.27150E+00   2.39124E+00   1.39946E+03
 1.70730E-06   6.84023E-01   6.55042E-05   1.88007E+00   1.27111E+00   2.38978E+00   1.39946E+03
 1.70743E-06   6.83176E-01   6.53421E-05   1.87949E+00   1.27073E+00   2.38832E+00   1.39946E+03
 1.70755E-06   6.82329E-01   6.51803E-05   1.87892E+00   1.27034E+00   2.38686E+00   1.39946E+03
 1.70768E-06   6.81483E-01   6.50186E-05   1.87835E+00   1.26995E+00   2.38540E+00   1.39946E+03
 1.70780E-06   6.80636E-01   6.48571E-05   1.87777E+00   1.26956E+00   2.38395E+00   1.39946E+03
 1.70793E-06   6.79789E-01   6.46958E-05   1.87720E+00   1.26917E+00   2.38249E+00   1.39946E+03
 1.70806E-06   6.78942E-01   6.45348E-05   1.87662E+00   1.26878E+00   2.38103E+00   1.39946E+03
 1.70818E-06   6.78096E-01   6.43739E-05   1.87604E+00   1.26839E+00   2.37955E+00   1.39946E+03
 1.70831E-06   6.77249E-01   6.42132E-05   1.87546E+00   1.26800E+00   2.37808E+00   1.39946E+03
 1.70843E-06   6.76402E-01   6.40528E-05   1.87488E+00   1.26760E+00   2.37660E+00   1.39946E+03
 1.70856E-06   6.75555E-01   6.38925E-05   1.87429E+00   1.26721E+00   2.37512E+00   1.39946E+03
 1.70869E-06   6.74709E-01   6.37324E-05   1.87371E+00   1.26682E+00   2.37365E+00   1.39946E+03
 1.70881E-06   6.73862E-01   6.35726E-05   1.87313E+00   1.26642E+00   2.37217E+00   1.39946E+03
 1.70894E-06   6.73016E-01   6.34130E-05   1.87254E+00   1.26603E+00   2.37069E+00   1.39946E+03
 1.70906E-06   6.72170E-01   6.32538E-05   1.87196E+00   1.26563E+00   2.36921E+00   1.39946E+03
 1.70919E-06   6.71332E-01   6.30961E-05   1.87138E+00   1.26524E+00   2.36774E+00   1.39946E+03
 1.70932E-06   6.70493E-01   6.29386E-05   1.87079E+00   1.26484E+00   2.36625E+00   1.39946E+03
 1.70944E-06   6.69655E-01   6.27813E-05   1.87020E+00   1.26444E+00   2.36475E+00   1.39946E+03
 1.70957E-06   6.68817E-01   6.26242E-05   1.86961E+00   1.26404E+00   2.36326E+00   1.39946E+03
 1.70969E-06   6.67979E-01   6.24673E-05   1.86901E+00   1.26364E+00   2.36176E+00   1.39946E+03
 1.70982E-06   6.67140E-01   6.23107E-05   1.86842E+00   1.26324E+00   2.36026E+00   1.39946E+03
 1.70995E-06   6.66302E-01   6.21542E-05   1.86783E+00   1.26284E+00   2.35876E+00   1.39946E+03
 1.71007E-06   6.65464E-01   6.19980E-05   1.86723E+00   1.26244E+00   2.35726E+00   1.39946E+03
 1.71020E-06   6.64626E-01   6.18420E-05   1.86664E+00   1.26204E+00   2.35577E+00   1.39946E+03
 1.71032E-06   6.63789E-01   6.16861E-05   1.86605E+00   1.26163E+00   2.35427E+00   1.39946E+03
 1.71045E-06   6.62951E-01   6.15305E-05   1.86545E+00   1.26123E+00   2.35277E+00   1.39946E+03
 1.71058E-06   6.62113E-01   6.13751E-05   1.86486E+00   1.26083E+00   2.35127E+00   1.39946E+03
 1.71070E-06   6.61276E-01   6.12200E-05   1.86426E+00   1.26043E+00   2.34977E+00   1.39946E+03
 1.71083E-06   6.60439E-01   6.10651E-05   1.86367E+00   1.26003E+00   2.34827E+00   1.39946E+03
 1.71095E-06   6.59602E-01   6.09104E-05   1.86307E+00   1.25962E+00   2.34677E+00   1.39946E+03
 1.71108E-06   6.58765E-01   6.07559E-05   1.86248E+00   1.25922E+00   2.34527E+00   1.39946E+03
 1.71121E-06   6.57928E-01   6.06017E-05   1.86188E+00   1.25882E+00   2.34377E+00   1.39946E+03
 1.71133E-06   6.57091E-01   6.04476E-05   1.86129E+00   1.25842E+00   2.34228E+00   1.39946E+03
 1.71146E-06   6.56254E-01   6.02938E-05   1.86069E+00   1.25801E+00   2.34078E+00   1.39946E+03
 1.71158E-06   6.55418E-01   6.01402E-05   1.86010E+00   1.25761E+00   2.33928E+00   1.39946E+03
 1.71171E-06   6.54582E-01   5.99869E-05   1.85950E+00   1.25721E+00   2.33778E+00   1.39946E+03
 1.71184E-06   6.53747E-01   5.98339E-05   1.85890E+00   1.25680E+00   2.33628E+00   1.39946E+03
 1.71196E-06   6.52911E-01   5.96811E-05   1.85831E+00   1.25640E+00   2.33478E+00   1.39946E+03
 1.71209E-06   6.52076E-01   5.95284E-05   1.85771E+00   1.25600E+00   2.33328E+00   1.39946E+03
 1.71221E-06   6.51241E-01   5.93760E-05   1.85711E+00   1.25559E+00   2.33178E+00   1.39946E+03
 1.71234E-06   6.50405E-01   5.92238E-05   1.85652E+00   1.25519E+00   2.33028E+00   1.39946E+03
 1.71247E-06   6.49570E-01   5.90718E-05   1.85592E+00   1.25479E+00   2.32879E+00   1.39946E+03
 1.71259E-06   6.48735E-01   5.89200E-05   1.85532E+00   1.25438E+00   2.32729E+00   1.39946E+03
 1.71272E-06   6.47900E-01   5.87684E-05   1.85473E+00   1.25398E+00   2.32579E+00   1.39946E+03
 1.71284E-06   6.47065E-01   5.86170E-05   1.85413E+00   1.25358E+00   2.32429E+00   1.39946E+03
 1.71297E-06   6.46230E-01   5.84659E-05   1.85353E+00   1.25317E+00   2.32279E+00   1.39946E+03
 1.71310E-06   6.45396E-01   5.83150E-05   1.85293E+00   1.25277E+00   2.32129E+00   1.39946E+03
 1.71322E-06   6.44561E-01   5.81642E-05   1.85233E+00   1.25236E+00   2.31980E+00   1.39946E+03
 1.71335E-06   6.43726E-01   5.80137E-05   1.85174E+00   1.25196E+00   2.31830E+00   1.39946E+03
 1.71347E-06   6.42892E-01   5.78634E-05   1.85114E+00   1.25155E+00   2.31680E+00   1.39946E+03
 1.71360E-06   6.42058E-01   5.77134E-05   1.85054E+00   1.25115E+00   2.31530E+00   1.39946E+03
 1.71373E-06   6.41224E-01   5.75636E-05   1.84994E+00   1.25074E+00   2.31380E+00   1.39946E+03
 1.71385E-06   6.40391E-01   5.74141E-05   1.84934E+00   1.25034E+00   2.31230E+00   1.39946E+03
 1.71398E-06   6.39557E-01   5.72647E-05   1.84874E+00   1.24993E+00   2.31080E+00   1.39946E+03
 1.71410E-06   6.38724E-01   5.71156E-05   1.84814E+00   1.24953E+00   2.30930E+00   1.39946E+03
 1.71423E-06   6.37890E-01   5.69666E-05   1.84754E+00   1.24912E+00   2.30781E+00   1.39946E+03
 1.71436E-06   6.37057E-01   5.68179E-05   1.84694E+00   1.24872E+00   2.30631E+00   1.39946E+03
 1.71448E-06   6.36224E-01   5.66694E-05   1.84634E+00   1.24831E+00   2.30481E+00   1.39946E+03
 1.71461E-06   6.35392E-01   5.65211E-05   1.84574E+00   1.24790E+00   2.30331E+00   1.39946E+03
 1.71473E-06   6.34559E-01   5.63731E-05   1.84514E+00   1.24750E+00   2.30181E+00   1.39946E+03
 1.71486E-06   6.33727E-01   5.62253E-05   1.84454E+00   1.24709E+00   2.30031E+00   1.39946E+03
 1.71499E-06   6.32894E-01   5.60777E-05   1.84394E+00   1.24668E+00   2.29881E+00   1.39946E+03
 1.71511E-06   6.32062E-01   5.59303E-05   1.84333E+00   1.24628E+00   2.29731E+00   1.39946E+03
 1.71524E-06   6.31230E-01   5.57831E-05   1.84273E+00   1.24587E+00   2.29581E+00   1.39946E+03
 1.71536E-06   6.30398E-01   5.56362E-05   1.84213E+00   1.24546E+00   2.29431E+00   1.39946E+03
 1.71549E-06   6.29566E-01   5.54895E-05   1.84153E+00   1.24506E+00   2.29281E+00   1.39946E+03
 1.71562E-06   6.28735E-01   5.53430E-05   1.84092E+00   1.24465E+00   2.29131E+00   1.39946E+03
 1.71574E-06   6.27903E-01   5.51968E-05   1.84032E+00   1.24424E+00   2.28981E+00   1.39946E+03
 1.71587E-06   6.27075E-01   5.50513E-05   1.83972E+00   1.24383E+00   2.28831E+00   1.39946E+03
 1.71599E-06   6.26251E-01   5.49066E-05   1.83912E+00   1.24343E+00   2.28680E+00   1.39946E+03
 1.71612E-06   6.25427E-01   5.47622E-05   1.83851E+00   1.24302E+00   2.28530E+00   1.39946E+03
 1.71625E-06   6.24603E-01   5.46180E-05   1.83791E+00   1.24261E+00   2.28380E+00   1.39946E+03
 1.71637E-06   6.23779E-01   5.44740E-05   1.83730E+00   1.24220E+00   2.28230E+00   1.39946E+03
 1.71650E-06   6.22956E-01   5.43304E-05   1.83670E+00   1.24179E+00   2.28080E+00   1.39946E+03
 1.71662E-06   6.22133E-01   5.41869E-05   1.83610E+00   1.24138E+00   2.27930E+00   1.39946E+03
 1.71675E-06   6.21310E-01   5.40436E-05   1.83549E+00   1.24097E+00   2.27780E+00   1.39946E+03
 1.71688E-06   6.20486E-01   5.39005E-05   1.83488E+00   1.24056E+00   2.27629E+00   1.39946E+03
 1.71700E-06   6.19663E-01   5.37576E-05   1.83428E+00   1.24016E+00   2.27479E+00   1.39946E+03
 1.71713E-06   6.18841E-01   5.36149E-05   1.83367E+00   1.23975E+00   2.27329E+00   1.39946E+03
 1.71725E-06   6.18018E-01   5.34724E-05   1.83307E+00   1.23934E+00   2.27179E+00   1.39946E+03
 1.71738E-06   6.17195E-01   5.33301E-05   1.83246E+00   1.23893E+00   2.27028E+00   1.39946E+03
 1.71751E-06   6.16372E-01   5.31880E-05   1.83185E+00   1.23851E+00   2.26876E+00   1.39946E+03
 1.71763E-06   6.15549E-01   5.30461E-05   1.83123E+00   1.23810E+00   2.26724E+00   1.39946E+03
 1.71776E-06   6.14727E-01   5.29045E-05   1.83062E+00   1.23768E+00   2.26572E+00   1.39946E+03
 1.71788E-06   6.13904E-01   5.27630E-05   1.83000E+00   1.23726E+00   2.26419E+00   1.39946E+03
 1.71801E-06   6.13082E-01   5.26217E-05   1.82939E+00   1.23685E+00   2.26267E+00   1.39946E+03
 1.71814E-06   6.12259E-01   5.24806E-05   1.82877E+00   1.23643E+00   2.26115E+00   1.39946E+03
 1.71826E-06   6.11438E-01   5.23398E-05   1.82816E+00   1.23602E+00   2.25963E+00   1.39946E+03
 1.71839E-06   6.10616E-01   5.21993E-05   1.82754E+00   1.23560E+00   2.25811E+00   1.39946E+03
 1.71851E-06   6.09795E-01   5.20589E-05   1.82692E+00   1.23518E+00   2.25659E+00   1.39946E+03
 1.71864E-06   6.08973E-01   5.19187E-05   1.82631E+00   1.23477E+00   2.25507E+00   1.39946E+03
 1.71877E-06   6.08151E-01   5.17787E-05   1.82569E+00   1.23435E+00   2.25354E+00   1.39946E+03
 1.71889E-06   6.07330E-01   5.16390E-05   1.82507E+00   1.23393E+00   2.25200E+00   1.39946E+03
 1.71902E-06   6.06509E-01   5.14994E-05   1.82444E+00   1.23350E+00   2.25046E+00   1.39946E+03
 1.71914E-06   6.05689E-01   5.13602E-05   1.82382E+00   1.23308E+00   2.24891E+00   1.39946E+03
 1.71927E-06   6.04868E-01   5.12212E-05   1.82319E+00   1.23266E+00   2.24737E+00   1.39946E+03
 1.71940E-06   6.04048E-01   5.10824E-05   1.82257E+00   1.23224E+00   2.24583E+00   1.39946E+03
 1.71952E-06   6.03228E-01   5.09438E-05   1.82194E+00   1.23181E+00   2.24429E+00   1.39946E+03
 1.71965E-06   6.02409E-01   5.08055E-05   1.82131E+00   1.23139E+00   2.24275E+00   1.39946E+03
 1.71977E-06   6.01589E-01   5.06673E-05   1.82069E+00   1.23097E+00   2.24121E+00   1.39946E+03
 1.71990E-06   6.00770E-01   5.05294E-05   1.82006E+00   1.23054E+00   2.23967E+00   1.39946E+03
 1.72003E-06   5.99950E-01   5.03917E-05   1.81944E+00   1.23012E+00   2.23812E+00   1.39946E+03
 1.72015E-06   5.99131E-01   5.02541E-05   1.81881E+00   1.22970E+00   2.23658E+00   1.39946E+03
 1.72028E-06   5.98312E-01   5.01168E-05   1.81818E+00   1.22927E+00   2.23504E+00   1.39946E+03
 1.72040E-06   5.97493E-01   4.99797E-05   1.81756E+00   1.22885E+00   2.23350E+00   1.39946E+03
 1.72053E-06   5.96674E-01   4.98427E-05   1.81693E+00   1.22843E+00   2.23196E+00   1.39946E+03
 1.72066E-06   5.95855E-01   4.97060E-05   1.81630E+00   1.22800E+00   2.23042E+00   1.39946E+03
 1.72078E-06   5.95036E-01   4.95695E-05   1.81568E+00   1.22758E+00   2.22888E+00   1.39946E+03
 1.72091E-06   5.94217E-01   4.94332E-05   1.81505E+00   1.22715E+00   2.22734E+00   1.39946E+03
 1.72103E-06   5.93399E-01   4.92971E-05   1.81442E+00   1.22673E+00   2.22580E+00   1.39946E+03
 1.72116E-06   5.92580E-01   4.91612E-05   1.81379E+00   1.22631E+00   2.22426E+00   1.39946E+03
 1.72129E-06   5.91762E-01   4.90255E-05   1.81316E+00   1.22588E+00   2.22272E+00   1.39946E+03
 1.72141E-06   5.90943E-01   4.88899E-05   1.81254E+00   1.22546E+00   2.22118E+00   1.39946E+03
 1.72154E-06   5.90125E-01   4.87546E-05   1.81191E+00   1.22503E+00   2.21965E+00   1.39946E+03
 1.72166E-06   5.89306E-01   4.86194E-05   1.81128E+00   1.22461E+00   2.21811E+00   1.39946E+03
 1.72179E-06   5.88488E-01   4.84845E-05   1.81065E+00   1.22418E+00   2.21657E+00   1.39946E+03
 1.72192E-06   5.87670E-01   4.83498E-05   1.81002E+00   1.22376E+00   2.21503E+00   1.39946E+03
 1.72204E-06   5.86853E-01   4.82155E-05   1.80939E+00   1.22333E+00   2.21349E+00   1.39946E+03
 1.72217E-06   5.86036E-01   4.80813E-05   1.80877E+00   1.22291E+00   2.21195E+00   1.39946E+03
 1.72229E-06   5.85219E-01   4.79473E-05   1.80814E+00   1.22248E+00   2.21041E+00   1.39946E+03
 1.72242E-06   5.84408E-01   4.78146E-05   1.80751E+00   1.22206E+00   2.20888E+00   1.39946E+03
 1.72255E-06   5.83599E-01   4.76822E-05   1.80688E+00   1.22163E+00   2.20734E+00   1.39946E+03
 1.72267E-06   5.82790E-01   4.75501E-05   1.80625E+00   1.22121E+00   2.20580E+00   1.39946E+03
 1.72280E-06   5.81980E-01   4.74182E-05   1.80562E+00   1.22078E+00   2.20427E+00   1.39946E+03
 1.72292E-06   5.81172E-01   4.72864E-05   1.80499E+00   1.22035E+00   2.20273E+00   1.39946E+03
 1.72305E-06   5.80363E-01   4.71549E-05   1.80436E+00   1.21993E+00   2.20119E+00   1.39946E+03
 1.72318E-06   5.79554E-01   4.70236E-05   1.80373E+00   1.21950E+00   2.19965E+00   1.39946E+03
 1.72330E-06   5.78745E-01   4.68924E-05   1.80310E+00   1.21908E+00   2.19812E+00   1.39946E+03
 1.72343E-06   5.77937E-01   4.67615E-05   1.80247E+00   1.21865E+00   2.19658E+00   1.39946E+03
 1.72355E-06   5.77128E-01   4.66307E-05   1.80184E+00   1.21822E+00   2.19504E+00   1.39946E+03
 1.72368E-06   5.76319E-01   4.65002E-05   1.80121E+00   1.21780E+00   2.19351E+00   1.39946E+03
 1.72381E-06   5.75511E-01   4.63698E-05   1.80058E+00   1.21737E+00   2.19197E+00   1.39946E+03
 1.72393E-06   5.74703E-01   4.62396E-05   1.79995E+00   1.21694E+00   2.19044E+00   1.39946E+03
 1.72406E-06   5.73895E-01   4.61097E-05   1.79932E+00   1.21652E+00   2.18890E+00   1.39946E+03
 1.72418E-06   5.73087E-01   4.59800E-05   1.79868E+00   1.21609E+00   2.18736E+00   1.39946E+03
 1.72431E-06   5.72279E-01   4.58505E-05   1.79805E+00   1.21566E+00   2.18583E+00   1.39946E+03
 1.72444E-06   5.71472E-01   4.57212E-05   1.79742E+00   1.21524E+00   2.18429E+00   1.39946E+03
 1.72456E-06   5.70664E-01   4.55920E-05   1.79679E+00   1.21481E+00   2.18275E+00   1.39946E+03
 1.72469E-06   5.69857E-01   4.54631E-05   1.79615E+00   1.21438E+00   2.18121E+00   1.39946E+03
 1.72481E-06   5.69049E-01   4.53344E-05   1.79552E+00   1.21395E+00   2.17967E+00   1.39946E+03
 1.72494E-06   5.68242E-01   4.52058E-05   1.79489E+00   1.21352E+00   2.17814E+00   1.39946E+03
 1.72507E-06   5.67435E-01   4.50776E-05   1.79425E+00   1.21309E+00   2.17660E+00   1.39946E+03
 1.72519E-06   5.66629E-01   4.49495E-05   1.79362E+00   1.21266E+00   2.17506E+00   1.39946E+03
 1.72532E-06   5.65822E-01   4.48217E-05   1.79298E+00   1.21224E+00   2.17352E+00   1.39946E+03
 1.72544E-06   5.65016E-01   4.46940E-05   1.79235E+00   1.21181E+00   2.17198E+00   1.39946E+03
 1.72557E-06   5.64210E-01   4.45666E-05   1.79171E+00   1.21138E+00   2.17044E+00   1.39946E+03
 1.72570E-06   5.63403E-01   4.44392E-05   1.79108E+00   1.21095E+00   2.16890E+00   1.39946E+03
 1.72582E-06   5.62597E-01   4.43121E-05   1.79044E+00   1.21052E+00   2.16736E+00   1.39946E+03
 1.72595E-06   5.61791E-01   4.41852E-05   1.78980E+00   1.21009E+00   2.16582E+00   1.39946E+03
 1.72607E-06   5.60985E-01   4.40586E-05   1.78917E+00   1.20966E+00   2.16428E+00   1.39946E+03
 1.72620E-06   5.60179E-01   4.39321E-05   1.78853E+00   1.20923E+00   2.16274E+00   1.39946E+03
 1.72633E-06   5.59374E-01   4.38059E-05   1.78789E+00   1.20879E+00   2.16120E+00   1.39946E+03
 1.72645E-06   5.58569E-01   4.36799E-05   1.78726E+00   1.20836E+00   2.15966E+00   1.39946E+03
 1.72658E-06   5.57764E-01   4.35542E-05   1.78662E+00   1.20793E+00   2.15812E+00   1.39946E+03
 1.72670E-06   5.56960E-01   4.34286E-05   1.78598E+00   1.20750E+00   2.15657E+00   1.39946E+03
 1.72683E-06   5.56155E-01   4.33032E-05   1.78534E+00   1.20707E+00   2.15504E+00   1.39946E+03
 1.72696E-06   5.55351E-01   4.31780E-05   1.78470E+00   1.20664E+00   2.15349E+00   1.39946E+03
 1.72708E-06   5.54547E-01   4.30531E-05   1.78407E+00   1.20621E+00   2.15195E+00   1.39946E+03
 1.72721E-06   5.53743E-01   4.29284E-05   1.78343E+00   1.20578E+00   2.15041E+00   1.39946E+03
 1.72733E-06   5.52939E-01   4.28039E-05   1.78279E+00   1.20534E+00   2.14887E+00   1.39946E+03
 1.72746E-06   5.52136E-01   4.26796E-05   1.78215E+00   1.20491E+00   2.14733E+00   1.39946E+03
 1.72759E-06   5.51333E-01   4.25555E-05   1.78151E+00   1.20448E+00   2.14579E+00   1.39946E+03
 1.72771E-06   5.50530E-01   4.24316E-05   1.78087E+00   1.20405E+00   2.14425E+00   1.39946E+03
 1.72784E-06   5.49726E-01   4.23079E-05   1.78023E+00   1.20361E+00   2.14271E+00   1.39946E+03
 1.72796E-06   5.48923E-01   4.21844E-05   1.77959E+00   1.20318E+00   2.14117E+00   1.39946E+03
 1.72809E-06   5.48121E-01   4.20611E-05   1.77894E+00   1.20274E+00   2.13961E+00   1.39946E+03
 1.72822E-06   5.47319E-01   4.19381E-05   1.77829E+00   1.20230E+00   2.13804E+00   1.39946E+03
 1.72834E-06   5.46516E-01   4.18152E-05   1.77764E+00   1.20186E+00   2.13647E+00   1.39946E+03
 1.72847E-06   5.45714E-01   4.16926E-05   1.77699E+00   1.20142E+00   2.13491E+00   1.39946E+03
 1.72859E-06   5.44912E-01   4.15701E-05   1.77634E+00   1.20098E+00   2.13335E+00   1.39946E+03
 1.72872E-06   5.44114E-01   4.14484E-05   1.77568E+00   1.20054E+00   2.13178E+00   1.39946E+03
 1.72885E-06   5.43321E-01   4.13276E-05   1.77503E+00   1.20010E+00   2.13022E+00   1.39946E+03
 1.72897E-06   5.42528E-01   4.12071E-05   1.77438E+00   1.19966E+00   2.12866E+00   1.39946E+03
 1.72910E-06   5.41735E-01   4.10867E-05   1.77373E+00   1.19922E+00   2.12709E+00   1.39946E+03
